Code,Year,Emissions
ABW,1959,0.196
ABW,1960,0.169
ABW,1961,0.176
ABW,1962,0.193
ABW,1963,0.185
ABW,1964,0.180
ABW,1965,0.162
ABW,1966,0.151
ABW,1967,0.186
ABW,1968,0.173
ABW,1969,0.227
ABW,1970,0.253
ABW,1971,0.221
ABW,1972,0.214
ABW,1973,0.237
ABW,1974,0.215
ABW,1975,0.156
ABW,1976,0.333
ABW,1977,0.174
ABW,1978,0.148
ABW,1979,0.155
ABW,1980,0.160
ABW,1981,0.152
ABW,1982,0.170
ABW,1983,0.087
ABW,1984,0.218
ABW,1985,0.256
ABW,1986,0.049
ABW,1987,0.122
ABW,1988,0.167
ABW,1989,0.177
ABW,1990,0.447
ABW,1991,0.459
ABW,1992,0.399
ABW,1993,0.435
ABW,1994,0.440
ABW,1995,0.455
ABW,1996,0.461
ABW,1997,0.476
ABW,1998,0.490
ABW,1999,0.493
ABW,2000,0.649
ABW,2001,0.657
ABW,2002,0.665
ABW,2003,0.699
ABW,2004,0.714
ABW,2005,0.742
ABW,2006,0.741
ABW,2007,0.770
ABW,2008,0.725
ABW,2009,0.717
ABW,2010,0.684
ABW,2011,0.682
ABW,2012,0.368
ABW,2013,0.235
ABW,2014,0.238
AFG,1959,0.105
AFG,1960,0.113
AFG,1961,0.134
AFG,1962,0.188
AFG,1963,0.193
AFG,1964,0.229
AFG,1965,0.275
AFG,1966,0.298
AFG,1967,0.350
AFG,1968,0.334
AFG,1969,0.257
AFG,1970,0.456
AFG,1971,0.517
AFG,1972,0.418
AFG,1973,0.447
AFG,1974,0.523
AFG,1975,0.580
AFG,1976,0.542
AFG,1977,0.652
AFG,1978,0.589
AFG,1979,0.611
AFG,1980,0.480
AFG,1981,0.541
AFG,1982,0.573
AFG,1983,0.688
AFG,1984,0.772
AFG,1985,0.957
AFG,1986,0.857
AFG,1987,0.852
AFG,1988,0.782
AFG,1989,0.757
AFG,1990,0.713
AFG,1991,0.665
AFG,1992,0.380
AFG,1993,0.367
AFG,1994,0.353
AFG,1995,0.339
AFG,1996,0.321
AFG,1997,0.299
AFG,1998,0.284
AFG,1999,0.224
AFG,2000,0.211
AFG,2001,0.223
AFG,2002,0.292
AFG,2003,0.326
AFG,2004,0.259
AFG,2005,0.362
AFG,2006,0.450
AFG,2007,0.620
AFG,2008,1.147
AFG,2009,1.846
AFG,2010,2.308
AFG,2011,3.338
AFG,2012,2.933
AFG,2013,2.731
AFG,2014,2.675
AGO,1959,0.169
AGO,1960,0.150
AGO,1961,0.124
AGO,1962,0.322
AGO,1963,0.314
AGO,1964,0.334
AGO,1965,0.324
AGO,1966,0.424
AGO,1967,0.271
AGO,1968,0.456
AGO,1969,0.760
AGO,1970,0.977
AGO,1971,0.930
AGO,1972,1.229
AGO,1973,1.331
AGO,1974,1.329
AGO,1975,1.204
AGO,1976,0.896
AGO,1977,0.964
AGO,1978,1.476
AGO,1979,1.501
AGO,1980,1.458
AGO,1981,1.440
AGO,1982,1.268
AGO,1983,1.395
AGO,1984,1.366
AGO,1985,1.282
AGO,1986,1.271
AGO,1987,1.586
AGO,1988,1.399
AGO,1989,1.366
AGO,1990,1.395
AGO,1991,1.388
AGO,1992,1.417
AGO,1993,1.575
AGO,1994,1.061
AGO,1995,2.993
AGO,1996,2.852
AGO,1997,2.013
AGO,1998,1.993
AGO,1999,2.497
AGO,2000,2.602
AGO,2001,2.654
AGO,2002,3.454
AGO,2003,2.472
AGO,2004,5.125
AGO,2005,5.224
AGO,2006,6.072
AGO,2007,6.859
AGO,2008,7.011
AGO,2009,7.579
AGO,2010,7.924
AGO,2011,8.274
AGO,2012,9.108
AGO,2013,8.895
AGO,2014,9.480
AIA,1990,0.014
AIA,1991,0.014
AIA,1992,0.015
AIA,1993,0.018
AIA,1994,0.018
AIA,1995,0.018
AIA,1996,0.019
AIA,1997,0.019
AIA,1998,0.021
AIA,1999,0.022
AIA,2000,0.024
AIA,2001,0.026
AIA,2002,0.026
AIA,2003,0.028
AIA,2004,0.033
AIA,2005,0.035
AIA,2006,0.039
AIA,2007,0.041
AIA,2008,0.041
AIA,2009,0.040
AIA,2010,0.041
AIA,2011,0.039
AIA,2012,0.039
AIA,2013,0.037
AIA,2014,0.039
ALB,1959,0.394
ALB,1960,0.552
ALB,1961,0.622
ALB,1962,0.672
ALB,1963,0.568
ALB,1964,0.550
ALB,1965,0.593
ALB,1966,0.696
ALB,1967,0.731
ALB,1968,0.838
ALB,1969,0.885
ALB,1970,1.021
ALB,1971,1.187
ALB,1972,1.539
ALB,1973,1.443
ALB,1974,1.185
ALB,1975,1.253
ALB,1976,1.350
ALB,1977,1.560
ALB,1978,1.771
ALB,1979,2.069
ALB,1980,1.410
ALB,1981,2.002
ALB,1982,1.993
ALB,1983,2.081
ALB,1984,2.134
ALB,1985,2.149
ALB,1986,2.197
ALB,1987,2.030
ALB,1988,1.998
ALB,1989,2.450
ALB,1990,1.504
ALB,1991,1.169
ALB,1992,0.686
ALB,1993,0.637
ALB,1994,0.525
ALB,1995,0.569
ALB,1996,0.550
ALB,1997,0.421
ALB,1998,0.478
ALB,1999,0.814
ALB,2000,0.824
ALB,2001,0.879
ALB,2002,1.023
ALB,2003,1.171
ALB,2004,1.136
ALB,2005,1.160
ALB,2006,1.063
ALB,2007,1.071
ALB,2008,1.193
ALB,2009,1.194
ALB,2010,1.254
ALB,2011,1.429
ALB,2012,1.339
ALB,2013,1.381
ALB,2014,1.559
AND,1990,0.111
AND,1991,0.111
AND,1992,0.111
AND,1993,0.112
AND,1994,0.111
AND,1995,0.116
AND,1996,0.124
AND,1997,0.127
AND,1998,0.134
AND,1999,0.140
AND,2000,0.143
AND,2001,0.143
AND,2002,0.145
AND,2003,0.146
AND,2004,0.153
AND,2005,0.157
AND,2006,0.149
AND,2007,0.147
AND,2008,0.147
AND,2009,0.141
AND,2010,0.141
AND,2011,0.134
AND,2012,0.133
AND,2013,0.130
AND,2014,0.126
ARE,1959,0.003
ARE,1960,0.003
ARE,1961,0.003
ARE,1962,0.005
ARE,1963,0.006
ARE,1964,0.005
ARE,1965,0.006
ARE,1966,0.007
ARE,1967,0.250
ARE,1968,0.339
ARE,1969,5.597
ARE,1970,4.158
ARE,1971,5.777
ARE,1972,6.396
ARE,1973,8.353
ARE,1974,8.543
ARE,1975,8.473
ARE,1976,10.813
ARE,1977,10.577
ARE,1978,12.221
ARE,1979,9.983
ARE,1980,10.064
ARE,1981,10.051
ARE,1982,10.055
ARE,1983,9.638
ARE,1984,12.652
ARE,1985,13.615
ARE,1986,12.881
ARE,1987,13.006
ARE,1988,13.190
ARE,1989,14.859
ARE,1990,14.183
ARE,1991,15.547
ARE,1992,15.854
ARE,1993,17.993
ARE,1994,19.943
ARE,1995,19.264
ARE,1996,11.197
ARE,1997,11.357
ARE,1998,22.224
ARE,1999,21.373
ARE,2000,30.696
ARE,2001,27.656
ARE,2002,23.099
ARE,2003,29.136
ARE,2004,30.881
ARE,2005,31.674
ARE,2006,33.781
ARE,2007,36.986
ARE,2008,42.911
ARE,2009,45.803
ARE,2010,43.854
ARE,2011,45.116
ARE,2012,48.101
ARE,2013,46.552
ARE,2014,57.641
ARG,1959,13.362
ARG,1960,13.312
ARG,1961,13.957
ARG,1962,14.643
ARG,1963,13.658
ARG,1964,15.197
ARG,1965,16.053
ARG,1966,17.218
ARG,1967,17.874
ARG,1968,18.839
ARG,1969,21.088
ARG,1970,22.562
ARG,1971,24.254
ARG,1972,24.586
ARG,1973,25.652
ARG,1974,26.062
ARG,1975,25.888
ARG,1976,27.212
ARG,1977,27.486
ARG,1978,27.990
ARG,1979,30.189
ARG,1980,29.653
ARG,1981,27.827
ARG,1982,28.204
ARG,1983,28.692
ARG,1984,29.049
ARG,1985,27.433
ARG,1986,28.419
ARG,1987,31.345
ARG,1988,33.126
ARG,1989,31.931
ARG,1990,30.583
ARG,1991,31.933
ARG,1992,33.093
ARG,1993,32.159
ARG,1994,33.381
ARG,1995,34.896
ARG,1996,36.815
ARG,1997,37.634
ARG,1998,38.128
ARG,1999,40.083
ARG,2000,38.761
ARG,2001,36.466
ARG,2002,34.010
ARG,2003,36.832
ARG,2004,42.975
ARG,2005,44.208
ARG,2006,47.842
ARG,2007,47.771
ARG,2008,51.570
ARG,2009,49.076
ARG,2010,51.246
ARG,2011,52.259
ARG,2012,52.456
ARG,2013,51.773
ARG,2014,55.638
ARM,1959,0.654
ARM,1960,0.681
ARM,1961,0.702
ARM,1962,0.737
ARM,1963,0.790
ARM,1964,0.840
ARM,1965,0.892
ARM,1966,0.942
ARM,1967,0.985
ARM,1968,1.012
ARM,1969,1.054
ARM,1970,1.109
ARM,1971,1.177
ARM,1972,1.238
ARM,1973,1.291
ARM,1974,1.340
ARM,1975,1.409
ARM,1976,1.464
ARM,1977,1.513
ARM,1978,1.565
ARM,1979,1.578
ARM,1980,1.641
ARM,1981,1.610
ARM,1982,1.640
ARM,1983,1.664
ARM,1984,1.679
ARM,1985,1.810
ARM,1986,1.815
ARM,1987,1.892
ARM,1988,1.944
ARM,1989,1.903
ARM,1990,1.784
ARM,1991,1.720
ARM,1992,1.589
ARM,1993,0.697
ARM,1994,0.738
ARM,1995,0.930
ARM,1996,0.699
ARM,1997,0.882
ARM,1998,0.917
ARM,1999,0.822
ARM,2000,0.945
ARM,2001,0.966
ARM,2002,0.830
ARM,2003,0.935
ARM,2004,0.994
ARM,2005,1.187
ARM,2006,1.195
ARM,2007,1.381
ARM,2008,1.516
ARM,2009,1.189
ARM,2010,1.150
ARM,2011,1.341
ARM,2012,1.553
ARM,2013,1.499
ARM,2014,1.508
ATG,1959,0.008
ATG,1960,0.010
ATG,1961,0.013
ATG,1962,0.028
ATG,1963,0.023
ATG,1964,0.025
ATG,1965,0.041
ATG,1966,0.095
ATG,1967,0.154
ATG,1968,0.270
ATG,1969,0.343
ATG,1970,0.126
ATG,1971,0.116
ATG,1972,0.102
ATG,1973,0.090
ATG,1974,0.117
ATG,1975,0.193
ATG,1976,0.110
ATG,1977,0.127
ATG,1978,0.134
ATG,1979,0.111
ATG,1980,0.039
ATG,1981,0.029
ATG,1982,0.080
ATG,1983,0.023
ATG,1984,0.040
ATG,1985,0.068
ATG,1986,0.068
ATG,1987,0.075
ATG,1988,0.078
ATG,1989,0.078
ATG,1990,0.077
ATG,1991,0.073
ATG,1992,0.072
ATG,1993,0.074
ATG,1994,0.073
ATG,1995,0.075
ATG,1996,0.080
ATG,1997,0.084
ATG,1998,0.087
ATG,1999,0.090
ATG,2000,0.094
ATG,2001,0.095
ATG,2002,0.101
ATG,2003,0.110
ATG,2004,0.115
ATG,2005,0.117
ATG,2006,0.121
ATG,2007,0.128
ATG,2008,0.131
ATG,2009,0.139
ATG,2010,0.143
ATG,2011,0.140
ATG,2012,0.143
ATG,2013,0.143
ATG,2014,0.145
AUS,1959,22.849
AUS,1960,24.053
AUS,1961,24.704
AUS,1962,25.883
AUS,1963,27.551
AUS,1964,29.719
AUS,1965,32.988
AUS,1966,32.815
AUS,1967,35.251
AUS,1968,36.712
AUS,1969,38.794
AUS,1970,40.256
AUS,1971,41.662
AUS,1972,42.947
AUS,1973,46.630
AUS,1974,47.002
AUS,1975,47.964
AUS,1976,47.517
AUS,1977,51.210
AUS,1978,55.090
AUS,1979,55.923
AUS,1980,60.198
AUS,1981,62.820
AUS,1982,63.845
AUS,1983,61.359
AUS,1984,64.520
AUS,1985,65.784
AUS,1986,65.439
AUS,1987,69.841
AUS,1988,71.215
AUS,1989,75.749
AUS,1990,71.913
AUS,1991,71.304
AUS,1992,73.080
AUS,1993,75.647
AUS,1994,75.844
AUS,1995,76.864
AUS,1996,82.401
AUS,1997,83.391
AUS,1998,86.415
AUS,1999,88.722
AUS,2000,89.840
AUS,2001,88.586
AUS,2002,93.088
AUS,2003,91.702
AUS,2004,93.455
AUS,2005,95.493
AUS,2006,99.631
AUS,2007,101.470
AUS,2008,105.237
AUS,2009,107.661
AUS,2010,106.589
AUS,2011,106.850
AUS,2012,105.843
AUS,2013,101.518
AUS,2014,98.517
AUT,1959,7.620
AUT,1960,8.405
AUT,1961,8.689
AUT,1962,9.246
AUT,1963,10.088
AUT,1964,10.620
AUT,1965,10.414
AUT,1966,10.706
AUT,1967,10.899
AUT,1968,11.549
AUT,1969,12.188
AUT,1970,13.824
AUT,1971,14.223
AUT,1972,15.324
AUT,1973,16.407
AUT,1974,15.672
AUT,1975,14.833
AUT,1976,15.930
AUT,1977,15.331
AUT,1978,15.676
AUT,1979,16.797
AUT,1980,14.264
AUT,1981,15.307
AUT,1982,14.690
AUT,1983,14.176
AUT,1984,14.876
AUT,1985,14.917
AUT,1986,14.748
AUT,1987,15.747
AUT,1988,14.546
AUT,1989,14.758
AUT,1990,15.731
AUT,1991,16.800
AUT,1992,15.451
AUT,1993,15.572
AUT,1994,15.559
AUT,1995,16.303
AUT,1996,17.229
AUT,1997,17.087
AUT,1998,17.361
AUT,1999,16.872
AUT,2000,16.985
AUT,2001,17.968
AUT,2002,18.291
AUT,2003,19.688
AUT,2004,19.741
AUT,2005,20.239
AUT,2006,19.679
AUT,2007,19.017
AUT,2008,18.824
AUT,2009,17.107
AUT,2010,18.408
AUT,2011,17.731
AUT,2012,16.982
AUT,2013,17.040
AUT,2014,16.011
AZE,1959,6.312
AZE,1960,6.571
AZE,1961,6.777
AZE,1962,7.113
AZE,1963,7.628
AZE,1964,8.112
AZE,1965,8.606
AZE,1966,9.088
AZE,1967,9.503
AZE,1968,9.770
AZE,1969,10.175
AZE,1970,10.702
AZE,1971,11.359
AZE,1972,11.953
AZE,1973,12.460
AZE,1974,12.937
AZE,1975,13.601
AZE,1976,14.126
AZE,1977,14.607
AZE,1978,15.110
AZE,1979,15.236
AZE,1980,15.836
AZE,1981,15.537
AZE,1982,15.831
AZE,1983,16.058
AZE,1984,16.202
AZE,1985,17.474
AZE,1986,17.521
AZE,1987,18.260
AZE,1988,18.761
AZE,1989,18.368
AZE,1990,17.222
AZE,1991,16.600
AZE,1992,15.337
AZE,1993,13.213
AZE,1994,11.447
AZE,1995,9.090
AZE,1996,8.524
AZE,1997,8.129
AZE,1998,8.638
AZE,1999,7.793
AZE,2000,8.047
AZE,2001,7.846
AZE,2002,8.076
AZE,2003,8.349
AZE,2004,8.751
AZE,2005,9.364
AZE,2006,10.681
AZE,2007,8.320
AZE,2008,9.682
AZE,2009,8.700
AZE,2010,8.366
AZE,2011,9.121
AZE,2012,9.696
AZE,2013,9.720
AZE,2014,10.223
Africa,1959,40.378
Africa,1960,42.761
Africa,1961,44.245
Africa,1962,45.432
Africa,1963,48.168
Africa,1964,52.895
Africa,1965,58.360
Africa,1966,60.416
Africa,1967,64.802
Africa,1968,70.344
Africa,1969,75.988
Africa,1970,82.758
Africa,1971,90.758
Africa,1972,96.242
Africa,1973,103.399
Africa,1974,106.249
Africa,1975,105.887
Africa,1976,114.920
Africa,1977,118.450
Africa,1978,126.544
Africa,1979,136.595
Africa,1980,146.754
Africa,1981,150.298
Africa,1982,156.664
Africa,1983,162.890
Africa,1984,177.877
Africa,1985,182.406
Africa,1986,188.939
Africa,1987,189.013
Africa,1988,198.695
Africa,1989,191.393
Africa,1990,180.454
Africa,1991,188.458
Africa,1992,183.824
Africa,1993,194.726
Africa,1994,197.891
Africa,1995,213.036
Africa,1996,218.085
Africa,1997,223.517
Africa,1998,229.712
Africa,1999,227.785
Africa,2000,243.381
Africa,2001,242.028
Africa,2002,243.540
Africa,2003,264.751
Africa,2004,284.430
Africa,2005,287.892
Africa,2006,299.083
Africa,2007,311.256
Africa,2008,325.813
Africa,2009,328.567
Africa,2010,330.422
Africa,2011,331.896
Africa,2012,342.463
Africa,2013,347.314
Africa,2014,358.409
Asia,1959,365.898
Asia,1960,400.714
Asia,1961,360.278
Asia,1962,342.789
Asia,1963,361.438
Asia,1964,378.079
Asia,1965,410.025
Asia,1966,443.033
Asia,1967,449.399
Asia,1968,493.593
Asia,1969,558.954
Asia,1970,664.850
Asia,1971,723.179
Asia,1972,763.892
Asia,1973,806.204
Asia,1974,819.145
Asia,1975,868.817
Asia,1976,913.200
Asia,1977,973.728
Asia,1978,1023.330
Asia,1979,1062.151
Asia,1980,1067.183
Asia,1981,1061.238
Asia,1982,1099.285
Asia,1983,1141.860
Asia,1984,1208.977
Asia,1985,1278.675
Asia,1986,1327.012
Asia,1987,1392.714
Asia,1988,1502.956
Asia,1989,1550.215
Asia,1990,1572.282
Asia,1991,1633.045
Asia,1992,1694.767
Asia,1993,1758.067
Asia,1994,1843.386
Asia,1995,1939.587
Asia,1996,2024.724
Asia,1997,2057.861
Asia,1998,1971.112
Asia,1999,2019.141
Asia,2000,2094.699
Asia,2001,2140.275
Asia,2002,2267.243
Asia,2003,2495.607
Asia,2004,2744.826
Asia,2005,2942.974
Asia,2006,3150.356
Asia,2007,3354.149
Asia,2008,3562.601
Asia,2009,3707.100
Asia,2010,3976.247
Asia,2011,4339.508
Asia,2012,4485.084
Asia,2013,4537.480
Asia,2014,4600.376
BDI,1959,0.011
BDI,1960,0.010
BDI,1961,0.013
BDI,1962,0.012
BDI,1963,0.013
BDI,1964,0.013
BDI,1965,0.010
BDI,1966,0.013
BDI,1967,0.013
BDI,1968,0.015
BDI,1969,0.020
BDI,1970,0.017
BDI,1971,0.020
BDI,1972,0.020
BDI,1973,0.020
BDI,1974,0.025
BDI,1975,0.021
BDI,1976,0.024
BDI,1977,0.027
BDI,1978,0.028
BDI,1979,0.030
BDI,1980,0.040
BDI,1981,0.043
BDI,1982,0.043
BDI,1983,0.056
BDI,1984,0.060
BDI,1985,0.063
BDI,1986,0.064
BDI,1987,0.068
BDI,1988,0.062
BDI,1989,0.073
BDI,1990,0.057
BDI,1991,0.065
BDI,1992,0.059
BDI,1993,0.062
BDI,1994,0.064
BDI,1995,0.065
BDI,1996,0.066
BDI,1997,0.068
BDI,1998,0.068
BDI,1999,0.069
BDI,2000,0.074
BDI,2001,0.056
BDI,2002,0.058
BDI,2003,0.044
BDI,2004,0.054
BDI,2005,0.042
BDI,2006,0.051
BDI,2007,0.051
BDI,2008,0.052
BDI,2009,0.052
BDI,2010,0.058
BDI,2011,0.066
BDI,2012,0.077
BDI,2013,0.079
BDI,2014,0.120
BEL,1959,24.107
BEL,1960,24.816
BEL,1961,25.305
BEL,1962,26.757
BEL,1963,28.847
BEL,1964,28.269
BEL,1965,28.754
BEL,1966,28.690
BEL,1967,29.308
BEL,1968,32.331
BEL,1969,33.711
BEL,1970,34.257
BEL,1971,33.141
BEL,1972,35.679
BEL,1973,37.871
BEL,1974,36.875
BEL,1975,33.297
BEL,1976,35.454
BEL,1977,34.516
BEL,1978,37.048
BEL,1979,38.242
BEL,1980,36.897
BEL,1981,33.821
BEL,1982,32.057
BEL,1983,27.715
BEL,1984,28.749
BEL,1985,28.490
BEL,1986,28.054
BEL,1987,28.120
BEL,1988,27.367
BEL,1989,29.305
BEL,1990,28.920
BEL,1991,30.259
BEL,1992,30.534
BEL,1993,29.357
BEL,1994,30.634
BEL,1995,30.632
BEL,1996,32.195
BEL,1997,31.454
BEL,1998,32.281
BEL,1999,31.159
BEL,2000,31.393
BEL,2001,31.232
BEL,2002,29.264
BEL,2003,30.792
BEL,2004,30.298
BEL,2005,29.591
BEL,2006,29.199
BEL,2007,28.237
BEL,2008,28.482
BEL,2009,27.233
BEL,2010,30.222
BEL,2011,27.255
BEL,2012,25.936
BEL,2013,26.444
BEL,2014,25.457
BEN,1959,0.028
BEN,1960,0.044
BEN,1961,0.035
BEN,1962,0.037
BEN,1963,0.033
BEN,1964,0.039
BEN,1965,0.041
BEN,1966,0.031
BEN,1967,0.039
BEN,1968,0.042
BEN,1969,0.055
BEN,1970,0.077
BEN,1971,0.080
BEN,1972,0.106
BEN,1973,0.104
BEN,1974,0.111
BEN,1975,0.121
BEN,1976,0.071
BEN,1977,0.081
BEN,1978,0.099
BEN,1979,0.100
BEN,1980,0.141
BEN,1981,0.117
BEN,1982,0.134
BEN,1983,0.124
BEN,1984,0.137
BEN,1985,0.203
BEN,1986,0.187
BEN,1987,0.147
BEN,1988,0.151
BEN,1989,0.172
BEN,1990,0.193
BEN,1991,0.224
BEN,1992,0.245
BEN,1993,0.309
BEN,1994,0.345
BEN,1995,0.362
BEN,1996,0.345
BEN,1997,0.332
BEN,1998,0.331
BEN,1999,0.426
BEN,2000,0.436
BEN,2001,0.495
BEN,2002,0.567
BEN,2003,0.642
BEN,2004,0.684
BEN,2005,0.653
BEN,2006,1.056
BEN,2007,1.226
BEN,2008,1.203
BEN,2009,1.271
BEN,2010,1.388
BEN,2011,1.444
BEN,2012,1.492
BEN,2013,1.585
BEN,2014,1.723
BES,1959,0.148
BES,1960,0.127
BES,1961,0.133
BES,1962,0.146
BES,1963,0.139
BES,1964,0.136
BES,1965,0.122
BES,1966,0.114
BES,1967,0.140
BES,1968,0.130
BES,1969,0.171
BES,1970,0.191
BES,1971,0.166
BES,1972,0.161
BES,1973,0.179
BES,1974,0.162
BES,1975,0.117
BES,1976,0.250
BES,1977,0.131
BES,1978,0.111
BES,1979,0.117
BES,1980,0.120
BES,1981,0.115
BES,1982,0.128
BES,1983,0.066
BES,1984,0.164
BES,1985,0.192
BES,1986,0.037
BES,1987,0.033
BES,1988,0.032
BES,1989,0.061
BES,1990,0.066
BES,1991,0.053
BES,1992,0.043
BES,1993,0.067
BES,1994,0.064
BES,1995,0.063
BES,1996,0.059
BES,1997,0.062
BES,1998,0.003
BES,1999,0.026
BES,2000,0.068
BES,2001,0.069
BES,2002,0.067
BES,2003,0.067
BES,2004,0.070
BES,2005,0.070
BES,2006,0.073
BES,2007,0.082
BES,2008,0.079
BES,2009,0.080
BES,2010,0.055
BES,2011,0.071
BES,2012,0.085
BES,2013,0.088
BES,2014,0.088
BFA,1959,0.002
BFA,1960,0.012
BFA,1961,0.025
BFA,1962,0.023
BFA,1963,0.024
BFA,1964,0.030
BFA,1965,0.028
BFA,1966,0.028
BFA,1967,0.028
BFA,1968,0.028
BFA,1969,0.033
BFA,1970,0.039
BFA,1971,0.041
BFA,1972,0.044
BFA,1973,0.046
BFA,1974,0.056
BFA,1975,0.060
BFA,1976,0.057
BFA,1977,0.068
BFA,1978,0.095
BFA,1979,0.111
BFA,1980,0.118
BFA,1981,0.152
BFA,1982,0.157
BFA,1983,0.162
BFA,1984,0.127
BFA,1985,0.130
BFA,1986,0.131
BFA,1987,0.141
BFA,1988,0.151
BFA,1989,0.224
BFA,1990,0.159
BFA,1991,0.171
BFA,1992,0.172
BFA,1993,0.171
BFA,1994,0.176
BFA,1995,0.171
BFA,1996,0.193
BFA,1997,0.220
BFA,1998,0.235
BFA,1999,0.254
BFA,2000,0.284
BFA,2001,0.272
BFA,2002,0.274
BFA,2003,0.294
BFA,2004,0.301
BFA,2005,0.307
BFA,2006,0.371
BFA,2007,0.449
BFA,2008,0.523
BFA,2009,0.527
BFA,2010,0.535
BFA,2011,0.603
BFA,2012,0.717
BFA,2013,0.834
BFA,2014,0.777
BGD,1959,0.502
BGD,1960,0.604
BGD,1961,0.625
BGD,1962,0.687
BGD,1963,0.790
BGD,1964,0.812
BGD,1965,0.852
BGD,1966,0.867
BGD,1967,0.920
BGD,1968,1.055
BGD,1969,1.023
BGD,1970,1.038
BGD,1971,0.984
BGD,1972,0.957
BGD,1973,1.242
BGD,1974,1.271
BGD,1975,1.328
BGD,1976,1.519
BGD,1977,1.585
BGD,1978,1.641
BGD,1979,1.813
BGD,1980,2.083
BGD,1981,2.163
BGD,1982,2.345
BGD,1983,2.246
BGD,1984,2.488
BGD,1985,2.791
BGD,1986,3.126
BGD,1987,3.235
BGD,1988,3.694
BGD,1989,3.669
BGD,1990,4.236
BGD,1991,4.347
BGD,1992,4.840
BGD,1993,4.747
BGD,1994,5.173
BGD,1995,6.222
BGD,1996,6.553
BGD,1997,6.835
BGD,1998,6.558
BGD,1999,6.882
BGD,2000,7.600
BGD,2001,8.851
BGD,2002,9.192
BGD,2003,9.728
BGD,2004,10.282
BGD,2005,10.766
BGD,2006,11.874
BGD,2007,12.103
BGD,2008,13.502
BGD,2009,14.654
BGD,2010,16.345
BGD,2011,17.293
BGD,2012,18.409
BGD,2013,19.010
BGD,2014,19.959
BGR,1959,5.357
BGR,1960,6.080
BGR,1961,7.083
BGR,1962,8.382
BGR,1963,9.384
BGR,1964,11.689
BGR,1965,12.631
BGR,1966,13.299
BGR,1967,15.044
BGR,1968,16.233
BGR,1969,18.101
BGR,1970,16.700
BGR,1971,17.535
BGR,1972,18.045
BGR,1973,18.769
BGR,1974,19.433
BGR,1975,19.924
BGR,1976,19.939
BGR,1977,20.717
BGR,1978,22.201
BGR,1979,21.585
BGR,1980,21.131
BGR,1981,21.910
BGR,1982,24.579
BGR,1983,24.643
BGR,1984,23.825
BGR,1985,24.418
BGR,1986,24.960
BGR,1987,24.989
BGR,1988,23.804
BGR,1989,23.654
BGR,1990,20.311
BGR,1991,15.694
BGR,1992,14.782
BGR,1993,18.506
BGR,1994,14.770
BGR,1995,15.818
BGR,1996,15.424
BGR,1997,14.076
BGR,1998,13.362
BGR,1999,11.994
BGR,2000,11.871
BGR,2001,12.668
BGR,2002,12.172
BGR,2003,12.901
BGR,2004,12.763
BGR,2005,13.067
BGR,2006,13.360
BGR,2007,14.250
BGR,2008,13.837
BGR,2009,11.635
BGR,2010,12.030
BGR,2011,13.457
BGR,2012,12.192
BGR,2013,10.799
BGR,2014,11.567
BHR,1959,0.358
BHR,1960,0.157
BHR,1961,0.483
BHR,1962,0.434
BHR,1963,0.326
BHR,1964,0.436
BHR,1965,0.335
BHR,1966,0.177
BHR,1967,0.274
BHR,1968,0.301
BHR,1969,0.347
BHR,1970,0.707
BHR,1971,0.829
BHR,1972,1.004
BHR,1973,1.506
BHR,1974,1.474
BHR,1975,1.569
BHR,1976,1.793
BHR,1977,2.037
BHR,1978,2.118
BHR,1979,2.218
BHR,1980,2.151
BHR,1981,2.325
BHR,1982,2.683
BHR,1983,2.244
BHR,1984,2.511
BHR,1985,2.780
BHR,1986,3.003
BHR,1987,3.117
BHR,1988,3.317
BHR,1989,3.201
BHR,1990,3.389
BHR,1991,3.239
BHR,1992,2.973
BHR,1993,3.993
BHR,1994,4.033
BHR,1995,4.041
BHR,1996,4.260
BHR,1997,4.723
BHR,1998,5.019
BHR,1999,4.914
BHR,2000,5.084
BHR,2001,3.798
BHR,2002,4.281
BHR,2003,4.491
BHR,2004,4.775
BHR,2005,5.238
BHR,2006,5.135
BHR,2007,7.321
BHR,2008,8.118
BHR,2009,7.695
BHR,2010,7.981
BHR,2011,7.813
BHR,2012,7.274
BHR,2013,8.539
BHR,2014,8.546
BHS,1959,0.071
BHS,1960,0.112
BHS,1961,0.149
BHS,1962,0.198
BHS,1963,0.193
BHS,1964,0.296
BHS,1965,0.359
BHS,1966,0.298
BHS,1967,0.465
BHS,1968,0.445
BHS,1969,0.476
BHS,1970,0.702
BHS,1971,1.836
BHS,1972,1.770
BHS,1973,2.147
BHS,1974,2.015
BHS,1975,2.251
BHS,1976,1.763
BHS,1977,2.650
BHS,1978,1.802
BHS,1979,1.890
BHS,1980,2.179
BHS,1981,0.764
BHS,1982,0.617
BHS,1983,0.550
BHS,1984,0.506
BHS,1985,0.412
BHS,1986,0.385
BHS,1987,0.388
BHS,1988,0.420
BHS,1989,0.531
BHS,1990,0.532
BHS,1991,0.486
BHS,1992,0.489
BHS,1993,0.464
BHS,1994,0.460
BHS,1995,0.459
BHS,1996,0.455
BHS,1997,0.372
BHS,1998,0.458
BHS,1999,0.457
BHS,2000,0.455
BHS,2001,0.428
BHS,2002,0.430
BHS,2003,0.414
BHS,2004,0.470
BHS,2005,0.475
BHS,2006,0.454
BHS,2007,0.461
