# Global Carbon Budget 2022 — National_Fossil_Carbon_Emissions_2022v1.0.xlsx  — Consumption Emissions
#
# Consumption emissions
# All values in million tonnes of carbon per year. For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# CIte as: Updated from Peters, GP, Minx, JC, Weber, CL and Edenhofer, O 2011. Growth in emission transfers via international trade from 1990 to 2008. Proceedings of the National Academy of Sciences 108, 8903-8908. http://www.pnas.org/content/108/21/8903.abstract
# For an explanation of issues around consumption emissions, see: Peters, GP, Davis, SJ and Andrew, R 2012. A synthesis of carbon in international trade. Biogeosciences, 9, 3247-3276. http://www.biogeosciences.net/9/3247/2012/bg-9-3247-2012.html
# Consumption emissions are computed as in Peters et al. (2011), using 'Territorial Emissions' as reference
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'National_Fossil_Carbon_Emissions_2022v1.0.xlsx' from https://doi.org/10.18160/gcp-2022
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Réunion,Romania,Russia,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1990,,1.51599129078149,,,,,,30.5798513862076,1.63368072481612,,66.3668084355121,24.3722533910875,7.6179911366666,,3.1701722477076,4.98485024557447,,16.7355794825731,42.2485063441991,,0.254017246947355,,,,,0.737,67.0298727740831,,1.18430711693924,16.7476835456636,0.219470327239409,,0.504185367126993,131.824466438371,,,,8.75023928133478,633.474245010008,16.906374711393,,,,1.4104078097022,1.62212559712497,5.72398892285741,,,1.85546519619439,41.3140105056393,,,16.9483865613577,,,2.55626013693387,4.6317879112627,22.3514852963713,1.12184784176191,,,8.56605050069141,1.0717845357462,,,,22.0238417822158,134.440029924945,,,,,2.68568881701577,325.294796116047,1.3246383236731,26.3012458934012,,,,1.8539006608846,0.274,,,,0.907840476146855,23.5311382115702,25.0243185020613,,156.997698366521,38.1164326777312,,10.7966990699166,55.236882705162,13.5341502186281,154.732790643269,2.03395498350217,359.623097868389,4.41478937693199,78.9392858698844,2.19917699515123,,,10.6761028150193,5.45141802310451,0.219314880549527,5.89529868646942,,,,,,11.8362144123062,3.22689762131869,,,0.378654020925011,0.417245606610584,17.8854416207202,,,0.919089716729128,,,,0.741700109081967,,87.5933075917514,2.43263800610045,,,8.31736553161122,1.08770488858124,,0.0,,0.315004453433275,54.9342037517261,,7.33423085625918,0.732903320042058,,10.3565018542205,,,,3.42176425125338,19.7229629571241,,0.800673316539445,,1.03159155984426,6.50893635284916,17.1145708181443,2.48877831728352,87.980695836593,14.1624639065691,2.92746389618145,0.821371709089608,87.3858814617844,,,,,43.9236718754949,557.239370611513,0.142976124800352,,,,,,52.8528892449399,0.929963711384813,,,,19.4241602709056,19.9807197038732,4.4947808599724,,,59.8019465440625,72.4251722878382,1.72415989647287,,,,,,23.364861151688,23.3984405037582,,47.7493050084549,1.40796637910795,32.4252717619342,,0.350638160892314,,3.20592036656604,4.34025012453056,58.8617247150333,,,,0.413997608637879,136.62725165744,15.278205279715,182.634871466618,0.99173579582727,1377.69761355646,1.33985015718495,,,25.6746649995712,6.35702459697471,,,0.746509381816248,4.91274355565429,4052.099371374,2008.73071045263,3530.23119493079,2530.59888689585,1199.53413671012,160.636016836432,1628.24898244526,26.7651402898491,2162.32075766017,243.660294432781,1597.63779864418,75.4578355885432,166.098488583435,150.208674888388,1.73372427525464e-12,6211.10275671503
1991,,1.2587773601548,,,,,,32.8881273578061,1.23434213872561,,66.5524022934666,24.8413533986514,5.78856313452412,,3.26140863651148,5.28149857170758,,18.1919354446004,42.4737323556269,,0.269674904205264,,,,,0.719,68.8137489601369,,1.07286678575441,12.2112139867425,0.233495531921667,,0.525426617249264,131.637974830532,,,,8.44501232495045,655.302698253386,16.496404492976,,,,1.43104575682097,1.51789211275986,4.26163373324336,,,1.88786992460347,35.6594574879162,,,17.9648386426414,,,2.71170340669316,4.50042324672939,21.3737812102124,1.28148678430849,,,8.27014004428756,1.08567030731594,,,,20.3573435144508,137.690988911368,,,,,3.0859441345031,311.544580846853,1.44311150992351,26.0101753573108,,,,1.85662015500341,0.28,,,,0.928074308048956,25.1853984958612,22.8314277506736,,162.83504103424,43.9917547929085,,11.2870606100184,58.266950520008,13.6874339464547,153.256656483335,2.02715662033287,364.736884424975,3.95812575670164,57.986639104956,1.97223752684118,,,6.1378273324225,4.82935676832964,0.235789418115599,5.42917589290372,,,,,,12.5704697001704,3.39605653533746,,,0.39721574851305,0.423833596976147,19.7473474110402,,,0.878950728073324,,,,0.782474383606448,,92.3306260073382,2.38739204363162,,,8.4020716013634,1.03645556170343,,0.288,,0.415919026314158,57.1296196208146,,7.3734642921122,0.722768115012219,,10.9143837634071,,,,3.65042796192448,19.246114362764,,0.831419996063991,,1.04392169123789,6.45156840865118,17.1816500311756,2.62375298521592,91.979357329917,14.7899278363257,4.32513010306628,0.831310326356062,93.2860453584505,,,,,35.4380943763962,567.237456716173,0.12885820334518,,,,,,71.6901366778367,0.995523428012704,,,,20.2136069003849,15.6725740701339,4.2577975007411,,,64.9992198483702,74.0090095283288,1.90368070806722,,,,,,23.1466227631919,24.0536417895315,,47.7822226500522,1.21860638450247,32.9413694278232,,0.377512298487275,,3.38889590410341,4.61457743951057,58.4053721780082,,,,0.421739344919143,124.301122076721,16.7563601151373,184.62219335644,1.04788278795802,1354.282952215,1.48403593099074,,,26.6448272711424,6.33023854816532,,,0.808463864727347,4.79762965158486,4003.17120248366,2061.62122199337,3507.87652581651,2556.91589866052,1169.24612893006,166.998660787851,1651.66544614333,27.2547790705263,2125.66821385856,268.019212735019,1578.80888102999,75.7400186784212,170.631409860938,148.81194764755,130.438,6344.10637212458
1992,,0.795268527163562,,,,,,34.8644045295201,1.00521187377039,,67.2623680595949,25.40208333224,3.52303985884758,,3.13483475088958,5.64342543488953,,12.2746989081527,47.0578658992164,,0.283237015752138,,,,,0.758,69.3558699499757,,1.15819765014172,11.5251073333029,0.236202197611621,,0.551207625358565,135.208311836185,,,,9.07328328944479,703.431054975171,18.3611745384483,,,,1.56728909961383,1.58366544981615,4.95835235103586,,,2.28136258333373,40.4818999751307,,,18.9763837410025,,,2.96603509775988,5.72467735747396,23.8404276535584,1.36831179518295,,,6.57172440815756,1.10830070199873,,,,28.3087860393067,148.712189670491,,,,,2.55514792415066,328.642456501241,1.3116533912399,28.5270272684991,,,,2.20835313109402,0.289,,,,1.04356442448251,27.3984097200874,25.9401554523036,,176.413108017475,50.6712674895299,,11.7852110344003,59.8750091032399,15.8651014992132,167.085022620981,1.93823275322703,388.546640871682,4.66814023987135,35.3540449818239,2.27932653394378,,,9.18712256553395,4.9295075646582,0.250853674466828,5.03454124653406,,,,,,14.4018554757042,3.33234792880322,,,0.39731881326362,0.421901196397328,22.0869886177162,,,0.945468253986446,,,,0.871009778169524,,94.4121993252756,2.50572522677084,,,9.77407452752578,1.00885575853346,,0.314,,0.47183428452048,64.9647637561153,,7.73164657329608,0.866157228087499,,12.0146005658591,,,,3.73885578071885,21.1450397560446,,0.970585060102026,,1.18817795336684,6.5629055692026,20.9341452368668,2.807618418614,94.8418581580852,16.388764748522,6.30041114123967,0.877369702231892,107.822594375009,,,,,32.7809741396609,212.562168355037,0.13086431289776,,,,,,78.4160366336773,1.02467334022848,,,,22.9560026572202,15.3321817139213,5.39031215815494,,,60.8497673421269,80.0710505006508,2.16868159892624,,,,,,25.5736185683874,26.1302633107971,,59.9273629697483,1.36956580263724,42.2134907888814,,0.385417550129045,,3.8162274712868,5.85232901166304,68.1945326288946,,,,0.436485141680567,119.956176417737,17.414673290808,189.071754592038,1.02766561286804,1405.08117890687,1.67341525010039,,,25.9273211055547,6.34849688145499,,,0.82982311284236,4.88289081189603,3818.33080151581,2192.60976103853,3712.47933731464,2298.46122523971,1255.31336485917,170.060180598963,1768.11711503915,27.8647672817336,1855.94191695292,300.024533177198,1635.24979919807,76.9030405998062,176.773355759408,151.729579724175,1.79056769411545e-12,6162.67014227852
1993,,0.728937684660729,,,,,,33.6094754019409,0.502739066230038,,67.5227235970042,24.3087264569857,6.50032882415944,,3.8378874661463,5.72666051643866,,10.3411097101356,44.4472208341097,,0.316307263648818,,,,,0.872,71.7377193563589,,1.23458245661659,12.4210876705184,0.234559387979794,,0.540415125936288,131.717534352383,,,,9.67585370875286,752.804044934383,18.8524674956784,,,,1.57461198847775,1.78940527254359,4.96156122005012,,,2.07338496769202,36.1526353974099,,,18.3388619283957,,,3.12892518633644,6.44134464025153,25.6891522925425,1.48546744946898,,,4.90755005088415,1.11027904652798,,,,23.2497444756474,137.579155272721,,,,,2.19743017389303,315.89953071028,1.48066742181135,27.1031907481624,,,,2.07055519335099,0.297,,,,1.04295636026303,26.3094782102429,23.786693461473,,177.867475940801,53.2907662427286,,11.0994160306925,58.2845348630155,15.9300964268344,152.727336732867,2.12676367970687,380.79342186281,4.48115557470239,46.3527536207736,2.37467061967555,,,13.1573197172177,3.64418856106703,0.258127731691645,4.00454642078249,,,,,,8.89934478537424,3.37193350451701,,,0.417041873557203,0.471125173825749,23.6173450670016,,,1.01490531241322,,,,0.894740983566909,,96.0887753685213,1.65273321337982,,,9.5729513836476,1.13539479133268,,0.379,,0.521799452114634,59.8317427490513,,7.73748290247354,0.824300756790127,,11.986742487124,,,,4.18338030614022,22.4458039368551,,0.938558264147918,,1.23109149013637,7.23664349702367,19.7408141996491,2.94591146084759,92.024190381967,15.9573899658001,7.32914850740936,0.922475232994393,110.163722875908,,,,,30.4981654270058,304.195879171437,0.131808406946464,,,,,,85.6162302171594,1.05537850259181,,,,23.1272096602089,14.1221035682231,5.00139623223121,,,62.9028578429082,74.5143542458847,2.17619151928879,,,,,,23.7861704042265,23.8248562718716,,56.9399125032775,0.882242252721663,41.9211954398513,,0.398889764073494,,3.50697672471541,5.4184311775486,63.1937315827776,,,,0.482489080063228,101.564873856689,18.9675727736514,179.47972755955,1.10498885677854,1421.45259452405,1.53735868597599,,,29.6801438967554,6.87492895819537,,,0.887655516031549,4.69097568598783,3801.03652789654,2272.4646048601,3629.54324930748,2443.95788344916,1172.08233895537,175.540791469844,1822.54690798294,27.785722375438,1827.14251899473,309.498635576695,1649.80001455328,77.2033045026616,183.977335871274,152.726984474932,2.27373675443232e-13,6226.22811723157
1994,,0.646922403329046,,,,,,34.6482388914696,0.488938553260681,,69.8112614749263,24.2152471618801,5.11434651707307,,3.94916696269535,6.32925996651863,,8.18210074437849,44.2074140207542,,0.365306942346994,,,,,0.827,75.1929467623228,,1.29001125328101,11.3586424188709,0.241737489989453,,0.564294125560339,133.083923486813,,,,10.3391829972307,750.060637646477,19.8114178700602,,,,1.88533361555221,1.45177623615012,4.85256905417914,,,2.0718906062264,34.2495688620292,,,18.8057764144684,,,3.31172620348197,4.11935573666284,24.3527783933234,1.65541329047953,,,4.54762341481469,0.915302456029994,,,,21.3891891737001,134.213536126941,,,,,1.33853129326686,308.718442841872,1.7011462360349,27.0581258448634,,,,2.35843982916261,0.307,,,,1.0974717932854,33.3330793973276,21.7343717293424,,186.912318745369,54.5489306846721,,11.2624113059956,64.0496481376951,16.7416431626059,147.989387270864,2.08185197819904,400.70272937619,4.89415391554374,40.2696147951388,2.46426623839213,,,14.3975655821017,2.92108763289267,0.282860348975644,3.76168903896325,,,,,,7.87533475941009,3.15023883046813,,,0.479274186035709,0.479923917246438,24.0034181751442,,,0.993286805703333,,,,0.89317126433095,,99.3498496079468,1.59225753371706,,,9.72216901955978,1.13249398293154,,0.429,,0.581562933013132,58.7003863846283,,7.94261080282366,0.884813072981591,,10.1069507733711,,,,4.65506449353217,24.2389756694521,,0.986314314475846,,1.39382756006833,7.32423641538525,20.5352824781401,3.11623556472384,88.4359844341369,16.1643846526173,7.31175074801866,0.903897457792108,116.032526936226,,,,,28.4242597099542,321.294697697992,0.126125416832528,,,,,,82.7004261222913,1.10050859330431,,,,24.9902112229221,12.2649488883255,4.75457750395142,,,67.5235576943483,75.4005079542845,2.37501103358241,,,,,,23.5699427604279,23.6059185105209,,57.2039147150357,0.448820306344409,43.1209138314342,,0.404791771206948,,3.34010069728798,4.82119570444145,57.4023153078334,,,,0.465414800192552,74.4713439555412,21.207793210358,177.356081795633,1.03952112335853,1449.36224769742,1.4695290138329,,,29.7413712181796,7.78529625794842,,,0.899251079377196,4.86309076423414,3808.32328637666,2300.45766785584,3656.15026775359,2452.63068647891,1140.16973796967,178.359243307444,1860.18389373385,28.9856030634848,1776.73600305907,314.138348409127,1682.35604575574,79.7315372644987,188.284310041025,160.18693787667,4.54747350886464e-13,6268.96789210917
1995,,0.694311759979295,,,,,,35.41079952815,0.744479408799865,,71.3437821376334,25.3199042530275,6.31154388035296,,3.91663428639713,7.19317773513442,,9.47306294824786,45.3922491834883,,0.389982864329982,,,,,0.831,81.2862980021803,,1.26502456646365,12.7155621762227,0.244403077820104,,0.552740486297213,135.252227774933,,,,11.1993847734561,816.644935677691,18.1062170053394,,,,1.84639833171875,1.93405955012028,5.35587797247665,,,2.13475858671785,33.7487216388268,,,18.6108841703923,,,4.07616674833656,6.21473707537885,26.9444786740099,1.81261878229131,,,4.28646532735236,1.00783966021295,,,,20.5503427890381,136.668152302875,,,,,0.620130487440906,310.517771902191,1.74171418429986,27.3856247670719,,,,2.50628659603201,0.318,,,,1.21723562430391,34.8339128589807,20.7937155641706,,196.348998924812,56.0801624441748,,11.5246405655312,68.2713182011532,17.7004618397776,153.548541442671,2.38263724137984,409.372335098439,5.0124459538717,36.6477472927134,2.80456862755705,,,14.1738154486476,2.94396400936086,0.314764093721075,3.47246731941285,,,,,,7.68067727832103,2.49774275745059,,,0.491123186024029,0.498651930734774,27.1791914403368,,,1.00945580234884,,,,0.969000843741805,,88.0007892971205,1.62257126257727,,,9.93448811720576,1.21454106122661,,0.442,,0.761635293905987,59.6085213684956,,8.27721052150682,0.938633989860545,,9.23709838052765,,,,4.7831815579665,24.1684327682822,,0.968685254462612,,1.53193290576794,7.67478876119359,22.0339077490063,3.07572517945034,87.6899787355169,17.2774016417666,7.63351580542725,0.988103722679229,123.123881013931,,,,,28.7820489161498,319.15571073067,0.124116099173979,,,,,,67.0124837869342,1.02849834198614,,,,24.5906907159126,12.7275105525592,5.13681947254922,,,71.0308299318409,78.590650320201,2.53602279714018,,,,,,23.2925303506941,24.6527160660888,,58.9357260393618,0.223299887760661,47.3328253704594,,0.4638354958736,,3.04786529798771,4.85487645283805,61.1190581144366,,,,0.531796357948907,59.4201233220889,21.1109511705614,176.207747494415,1.1338099403929,1465.89302398814,1.64125236288909,,,31.7239533642726,8.51485428400433,,,0.893953990399344,4.48262665208336,3836.66309542464,2396.59156499968,3701.22420274802,2532.0304576763,1156.31901715752,188.066962778688,1957.88320607459,31.0480817950684,1778.27807751736,307.509301569188,1689.74223994305,81.6666005631397,199.057044043518,169.232529444645,6.25277607468888e-13,6402.48718986896
1996,,0.824824928363787,,,,,,37.2699719340211,0.778556419051408,,73.0828833552525,27.4934415587751,7.70764883805703,,3.96941353772333,7.42180946251767,,13.0721493107771,44.9199528323857,,0.463502400415775,,,,,0.752,87.8742965825099,,1.43520263376121,13.3476774764387,0.25493999630582,,0.614636314236625,137.882179222667,,,,13.0525027287972,852.082108672485,18.0909971957309,,,,1.80703308976954,1.83414944234207,5.35621982815685,,,2.46185391098254,33.4026111261711,,,19.9403077195224,,,4.46404694374503,6.37543120537705,27.1521902723353,1.66645351819302,,,4.57603440625373,1.08155174040513,,,,20.4220605962169,137.042953254628,,,,,2.12562481144023,306.033483219708,2.05707976235146,26.9178507032863,,,,2.40571747788347,0.337,,,,1.30383578206103,33.6408734857367,19.2060447433143,,209.797646556974,62.6156982395875,,13.6433673189797,72.1278803426153,18.2466186704527,144.429094270902,1.98676874203825,407.527832883158,4.1074337591383,32.5267398294306,2.54691168142375,,,11.9203500777426,2.39947905199935,0.330139258291688,3.89649861460384,,,,,,6.25219396324952,2.51135757549836,,,0.412030949522209,0.5658456962373,27.6327375704293,,,1.05071235901628,,,,1.12404025609851,,93.1347624843597,2.04192056697202,,,9.10364414005925,0.818446593885355,,0.47,,0.769375956812159,58.9516345486962,,8.74572297842168,0.936086196651694,,10.009437567836,,,,4.56353269172803,26.9776113525355,,1.13790945699764,,1.4433089237153,7.50877774025607,21.8420292401392,3.14493859347022,89.8560971380479,16.4966519979502,7.74380004796551,1.07482831501998,133.815945358678,,,,,27.6609652389654,342.489539703692,0.126648482364803,,,,,,66.2426656760901,1.21267442244399,,,,27.7048745942946,13.1827811349849,4.97494979580533,,,69.0689915604987,74.3064574452898,2.77389304109126,,,,,,24.7868246274182,29.3863110572233,,54.6607966392674,1.13578377446258,50.0023038906851,,0.458704621647202,,3.91989935645609,4.76982769619822,57.3821824191698,,,,0.469738370688807,78.0599513321858,21.6998810932685,183.972031311917,1.05559857457585,1511.62227770969,1.9913887312281,,,27.0240381174985,10.2560841482904,,,0.88372992216909,4.65269429889802,3926.32621457983,2484.27350967521,3764.895180084,2645.70454417104,1143.12007740525,184.205008132323,2030.65164389707,33.7464478337999,1826.75767030849,302.875903453771,1743.2911992468,84.1632216294397,204.906622272065,183.118144692217,1.25055521493778e-12,6593.71786894726
1997,,0.6075139144715,,,,,,39.1628885846537,1.11102625409773,,75.1416121004562,25.8866022705051,6.97490055538267,,3.90216976039403,7.93228413383103,,12.2826201550331,46.2449237068753,,0.518829852073835,,,,,0.764,93.4328280898021,,1.00949549677252,12.7296467516651,0.294545180960651,,0.606147784193184,146.582426166042,,,,14.874328608236,833.842751696999,19.5289179552181,,,,1.93917884871591,1.76173776153983,5.684280913109,,,2.24077031425881,32.3842463622651,,,18.4103964752529,,,4.82403046588444,5.31829788031078,30.4531692749415,1.97470348964432,,,4.3545071959749,1.19831134912566,,,,20.0708556529863,133.065929466664,,,,,1.89709924630735,293.692413554034,2.45959770633711,27.2787857777861,,,,2.78861773291739,0.352,,,,1.47300901109981,37.6181496099424,19.0626855932685,,219.414686444678,67.2665588721506,,13.4001127125833,72.765440136313,18.9523517176341,145.773583552119,2.16500429398318,400.783266506976,4.75833051737936,30.485604862323,2.5506195321041,,,13.05954651319,1.45625939759978,0.326154706366822,3.73583204120113,,,,,,5.94458183966854,2.33459876323043,,,0.513234967499035,0.565840701921392,30.7763918189307,,,0.979660435518508,,,,1.11727343290191,,103.482794558517,1.65787897421284,,,8.75726952027752,0.524459465694989,,0.483,,0.835831923054504,57.3828678102285,,9.23155698194526,1.03541203977247,,12.266860789065,,,,4.69748510672102,26.6445566702103,,1.17111278844509,,1.59786321876995,8.37200970960734,24.1385103734988,2.92515359396824,87.9567924469426,19.2182771901792,8.43636509655686,1.12627015983309,135.762277202171,,,,,24.6068552888865,321.691206921394,0.131694529526968,,,,,,56.0969585444906,1.11774940678745,,,,30.5357420710105,12.9066898487192,5.12893832606422,,,72.7593494917528,75.7433845909561,2.81186842419052,,,,,,23.4749448107588,26.1651413480372,,59.8747737608675,0.847862477280547,47.4776816844171,,0.370204892978732,,4.05309519911704,4.72162616254724,61.2032553465091,,,,0.505730436778878,75.1889767187961,22.0280333073604,183.648081389138,1.16866272065195,1540.19055389941,2.19247476281985,,,32.4640201738575,12.4154195967895,,,1.14347282578268,4.19025392451113,3909.0869866553,2531.10961719878,3793.78061361365,2646.41599024044,1119.6931636917,191.819688862035,2037.82716809141,35.1259565902631,1776.30252761389,300.452834426893,1790.85221907237,86.7343282785447,221.079931839311,192.604440863302,-1.08002495835535e-12,6632.80104471739
1998,,0.691976254226675,,,,,,40.0499550575655,1.0926527770374,,80.3721649821301,26.8236340520861,8.20505565581001,,4.40693233808721,7.90412309262177,,19.4124680723038,49.0494627918022,,0.546825444461257,,,,,0.912,95.2510968196545,,1.4020123208915,12.5433173536546,0.477384716447429,,0.756019980606252,147.595049267912,,,,15.1897269455201,807.077035027004,19.6191618594208,,,,2.22036447059618,2.3010351944037,5.58147499100955,,,2.70612439997693,31.1761630015299,,,17.9026208783211,,,5.33292378230103,6.74351948553524,35.0942108105377,2.22524253033192,,,4.66767269009885,1.398959842311,,,,19.5068636136175,138.605472712892,,,,,2.05247020067767,294.355426780355,2.35730370603717,29.2458101613503,,,,3.30601031868679,0.372,,,,1.70988868940158,31.6368908979667,19.3934574951563,,223.878290293797,37.8896673246634,,13.3755873369047,84.1208177007765,19.3844607712701,148.631067269113,2.71328931433421,374.496909476995,4.89757993621757,31.6159169046575,3.54615691197822,,,14.5670913439063,2.93721941014686,0.343100581478639,3.67210092901827,,,,,,6.07263939786383,2.09496417706515,,,0.62486262351764,0.55099618766598,21.6879665825121,,,1.29331300725753,,,,1.04744197527382,,110.17563136185,1.74562587606506,,,9.50211419590764,0.795001029121937,,0.496,,1.11705022558168,58.758052209211,,8.5874473362036,1.14851865372909,,11.7388518689894,,,,5.07852885964632,26.4512327732345,,1.46465368169293,,1.56432517989176,8.61900048700183,21.8039639385566,3.0174908455198,80.9939953743693,22.0678580553292,7.57101505986862,1.10066804726843,98.1941606679331,,,,,23.9742669245604,288.180331866523,0.131420062570151,,,,,,59.4137857089684,1.15458952423641,,,,25.8265399393169,13.242077438006,5.18798080561882,,,70.2404839803797,79.5983340823596,3.01496462534673,,,,,,23.9364870203817,31.8190228897755,,59.2632654376162,1.03488995929733,35.7149369178991,,0.519752505776769,,4.13847089883357,4.80181092951768,61.8463996502572,,,,0.693262751013844,66.3031845966601,25.4173257879886,190.206877905961,1.15009378243786,1585.03528208342,2.31616423774129,,,42.3939414060161,12.8488055691626,,,1.0812961510296,3.79601854818275,3918.33700535983,2485.90079606403,3816.80006869737,2587.43773272649,1134.45622494891,204.827208879871,1896.93301243976,36.8228898113162,1770.88306280178,323.830495868657,1843.47923900596,91.3270083701599,236.130217556315,204.184827748509,-1.05160324892495e-12,6608.42262917237
1999,,1.03151028948259,,,,,,40.6622537530639,1.40870183854341,,80.6295643174849,26.3529026753606,7.27813780211332,,2.64035930507896,8.22919422527269,,18.4968721806358,50.5720622461692,,0.555385639065806,,,,,0.862,90.7407738614523,,0.839774846677559,11.3561739729891,0.591376100537469,,0.739257991534676,147.831136305256,,,,16.1161839089609,864.390170254519,15.3601422549227,,,,2.67925662521036,1.68448243178547,6.00665063921626,,,2.27590427529363,30.0853344842137,,,18.9389528614528,,,5.6841294708406,5.86251251501883,36.1642752483277,2.16632328896504,,,5.39767298605516,1.38308534960172,,,,20.1974155530299,139.182205205708,,,,,1.66554363019064,296.928719657942,2.47829813309165,28.1792298267612,,,,3.33295220275041,0.391,,,,1.85576344839806,28.8847591170206,19.6298201176183,,246.497649026726,56.829675457727,,15.0818139712507,90.114775964105,17.4009974316337,152.524778155305,2.64582333199658,398.987694111783,4.64069458851306,27.4731289776371,3.13773016137434,,,11.9220832487845,1.58569767239504,0.335038323699834,3.36484498175044,,,,,,5.43338434675838,2.36204119544215,,,0.700916411711006,0.53794082578924,25.8485804748698,,,1.14027889368179,,,,1.12334190717542,,111.97025084267,1.80615568510486,,,10.3496846999118,1.1333200509825,,0.454,,1.69529452400594,39.7843636941269,,9.29403280113924,1.23790679775225,,9.61291555847468,,,,5.07117391010029,29.0973657451114,,1.59467295883514,,1.59583465399226,8.96508117518312,23.3405530067786,3.02404628023663,84.4139575820849,26.6455785323346,4.43462512183732,0.879350332624021,118.326031798679,,,,,21.5463450167541,275.91087950549,0.137177822319391,,,,,,50.9809676250285,1.17080684436421,,,,27.7355679319455,12.3604435215681,4.94674669438941,,,77.1433438007156,85.6786684680267,3.80638410490989,,,,,,22.4102754255426,28.8097078536607,,61.4620569955692,0.919755346808707,40.7234338459548,,0.528678894958486,,3.78671782452797,5.13001911077241,62.3319295483213,,,,0.705955783421474,64.6518384129634,21.7937050597101,186.395211811493,1.19735705252436,1633.6978169384,2.73938749554579,,,31.7644540713927,11.8631055982485,,,0.909546372921224,3.92141290032979,3967.47925255081,2571.67661495363,3905.35452920516,2633.80133829929,1132.79656498083,203.039751882044,2053.14644408347,39.8471188752831,1738.67893674127,298.562006751171,1895.49017506642,92.1686292595587,218.217592236003,210.950128411419,-1.30739863379858e-12,6750.10599591586
