Name,CDIAC-Name,Year,Consumption-Emissions,Source
Paraguay,PARAGUAY,2008,2.080,CDIAC
Paraguay,PARAGUAY,2009,1.858,CDIAC
Paraguay,PARAGUAY,2010,2.320,CDIAC
Paraguay,PARAGUAY,2011,2.321,CDIAC
Paraguay,PARAGUAY,2012,2.392,BP
Paraguay,PARAGUAY,2013,2.410,BP
Paraguay,PARAGUAY,2014,2.442,BP
Peru,PERU,1990,6.462,CDIAC
Peru,PERU,1991,6.358,CDIAC
Peru,PERU,1992,6.394,CDIAC
Peru,PERU,1993,7.148,CDIAC
Peru,PERU,1994,7.203,CDIAC
Peru,PERU,1995,7.473,CDIAC
Peru,PERU,1996,7.547,CDIAC
Peru,PERU,1997,8.425,CDIAC
Peru,PERU,1998,8.662,CDIAC
Peru,PERU,1999,9.079,CDIAC
Peru,PERU,2000,9.354,CDIAC
Peru,PERU,2001,8.442,CDIAC
Peru,PERU,2002,8.953,CDIAC
Peru,PERU,2003,8.067,CDIAC
Peru,PERU,2004,9.056,CDIAC
Peru,PERU,2005,10.291,CDIAC
Peru,PERU,2006,9.994,CDIAC
Peru,PERU,2007,11.754,CDIAC
Peru,PERU,2008,13.223,CDIAC
Peru,PERU,2009,14.342,CDIAC
Peru,PERU,2010,16.812,CDIAC
Peru,PERU,2011,15.295,CDIAC
Peru,PERU,2012,17.218,BP
Peru,PERU,2013,18.282,BP
Peru,PERU,2014,18.691,BP
Philippines,PHILIPPINES,1990,16.941,CDIAC
Philippines,PHILIPPINES,1991,16.953,CDIAC
Philippines,PHILIPPINES,1992,20.818,CDIAC
Philippines,PHILIPPINES,1993,19.600,CDIAC
Philippines,PHILIPPINES,1994,20.365,CDIAC
Philippines,PHILIPPINES,1995,21.757,CDIAC
Philippines,PHILIPPINES,1996,21.742,CDIAC
Philippines,PHILIPPINES,1997,24.021,CDIAC
Philippines,PHILIPPINES,1998,21.620,CDIAC
Philippines,PHILIPPINES,1999,22.899,CDIAC
Philippines,PHILIPPINES,2000,24.800,CDIAC
Philippines,PHILIPPINES,2001,23.998,CDIAC
Philippines,PHILIPPINES,2002,23.369,CDIAC
Philippines,PHILIPPINES,2003,25.123,CDIAC
Philippines,PHILIPPINES,2004,25.050,CDIAC
Philippines,PHILIPPINES,2005,26.170,CDIAC
Philippines,PHILIPPINES,2006,24.154,CDIAC
Philippines,PHILIPPINES,2007,25.601,CDIAC
Philippines,PHILIPPINES,2008,27.777,CDIAC
Philippines,PHILIPPINES,2009,26.334,CDIAC
Philippines,PHILIPPINES,2010,29.219,CDIAC
Philippines,PHILIPPINES,2011,29.917,CDIAC
Philippines,PHILIPPINES,2012,32.038,BP
Philippines,PHILIPPINES,2013,34.879,BP
Philippines,PHILIPPINES,2014,35.868,BP
Poland,POLAND,1990,88.676,UNFCCC
Poland,POLAND,1991,92.715,UNFCCC
Poland,POLAND,1992,95.085,UNFCCC
Poland,POLAND,1993,92.319,UNFCCC
Poland,POLAND,1994,88.836,UNFCCC
Poland,POLAND,1995,88.045,UNFCCC
Poland,POLAND,1996,89.753,UNFCCC
Poland,POLAND,1997,87.952,UNFCCC
Poland,POLAND,1998,80.585,UNFCCC
Poland,POLAND,1999,83.682,UNFCCC
Poland,POLAND,2000,80.605,UNFCCC
Poland,POLAND,2001,79.230,UNFCCC
Poland,POLAND,2002,77.109,UNFCCC
Poland,POLAND,2003,77.125,UNFCCC
Poland,POLAND,2004,78.351,UNFCCC
Poland,POLAND,2005,78.709,UNFCCC
Poland,POLAND,2006,83.420,UNFCCC
Poland,POLAND,2007,86.603,UNFCCC
Poland,POLAND,2008,87.219,UNFCCC
Poland,POLAND,2009,82.824,UNFCCC
Poland,POLAND,2010,87.863,UNFCCC
Poland,POLAND,2011,88.752,UNFCCC
Poland,POLAND,2012,86.666,UNFCCC
Poland,POLAND,2013,83.520,UNFCCC
Poland,POLAND,2014,80.565,UNFCCC
Portugal,PORTUGAL,1990,14.277,UNFCCC
Portugal,PORTUGAL,1991,14.818,UNFCCC
Portugal,PORTUGAL,1992,16.515,UNFCCC
Portugal,PORTUGAL,1993,16.092,UNFCCC
Portugal,PORTUGAL,1994,16.263,UNFCCC
Portugal,PORTUGAL,1995,17.309,UNFCCC
Portugal,PORTUGAL,1996,16.620,UNFCCC
Portugal,PORTUGAL,1997,17.764,UNFCCC
Portugal,PORTUGAL,1998,19.114,UNFCCC
Portugal,PORTUGAL,1999,20.241,UNFCCC
Portugal,PORTUGAL,2000,21.612,UNFCCC
Portugal,PORTUGAL,2001,21.330,UNFCCC
Portugal,PORTUGAL,2002,22.146,UNFCCC
Portugal,PORTUGAL,2003,21.377,UNFCCC
Portugal,PORTUGAL,2004,22.494,UNFCCC
Portugal,PORTUGAL,2005,23.750,UNFCCC
Portugal,PORTUGAL,2006,22.343,UNFCCC
Portugal,PORTUGAL,2007,20.828,UNFCCC
Portugal,PORTUGAL,2008,20.418,UNFCCC
Portugal,PORTUGAL,2009,18.465,UNFCCC
Portugal,PORTUGAL,2010,17.861,UNFCCC
Portugal,PORTUGAL,2011,17.058,UNFCCC
Portugal,PORTUGAL,2012,15.601,UNFCCC
Portugal,PORTUGAL,2013,15.014,UNFCCC
Portugal,PORTUGAL,2014,14.906,UNFCCC
Qatar,QATAR,1990,3.039,CDIAC
Qatar,QATAR,1991,4.410,CDIAC
Qatar,QATAR,1992,6.318,CDIAC
Qatar,QATAR,1993,7.354,CDIAC
Qatar,QATAR,1994,7.319,CDIAC
Qatar,QATAR,1995,7.766,CDIAC
Qatar,QATAR,1996,7.857,CDIAC
Qatar,QATAR,1997,8.599,CDIAC
Qatar,QATAR,1998,7.750,CDIAC
Qatar,QATAR,1999,4.867,CDIAC
Qatar,QATAR,2000,4.919,CDIAC
Qatar,QATAR,2001,5.887,CDIAC
Qatar,QATAR,2002,6.748,CDIAC
Qatar,QATAR,2003,7.055,CDIAC
Qatar,QATAR,2004,6.968,CDIAC
Qatar,QATAR,2005,8.841,CDIAC
Qatar,QATAR,2006,10.015,CDIAC
Qatar,QATAR,2007,10.953,CDIAC
Qatar,QATAR,2008,12.529,CDIAC
Qatar,QATAR,2009,15.067,CDIAC
Qatar,QATAR,2010,14.911,CDIAC
Qatar,QATAR,2011,14.202,CDIAC
Qatar,QATAR,2012,16.943,BP
Qatar,QATAR,2013,15.924,BP
Qatar,QATAR,2014,15.951,BP
Romania,ROMANIA,1990,43.691,UNFCCC
Romania,ROMANIA,1991,35.447,UNFCCC
Romania,ROMANIA,1992,32.581,UNFCCC
Romania,ROMANIA,1993,30.670,UNFCCC
Romania,ROMANIA,1994,28.513,UNFCCC
Romania,ROMANIA,1995,28.986,UNFCCC
Romania,ROMANIA,1996,27.969,UNFCCC
Romania,ROMANIA,1997,25.403,UNFCCC
Romania,ROMANIA,1998,24.301,UNFCCC
Romania,ROMANIA,1999,21.776,UNFCCC
Romania,ROMANIA,2000,22.753,UNFCCC
Romania,ROMANIA,2001,24.300,UNFCCC
Romania,ROMANIA,2002,24.283,UNFCCC
Romania,ROMANIA,2003,25.740,UNFCCC
Romania,ROMANIA,2004,26.426,UNFCCC
Romania,ROMANIA,2005,27.414,UNFCCC
Romania,ROMANIA,2006,31.420,UNFCCC
Romania,ROMANIA,2007,29.367,UNFCCC
Romania,ROMANIA,2008,30.428,UNFCCC
Romania,ROMANIA,2009,24.261,UNFCCC
Romania,ROMANIA,2010,23.951,UNFCCC
Romania,ROMANIA,2011,24.710,UNFCCC
Romania,ROMANIA,2012,23.481,UNFCCC
Romania,ROMANIA,2013,20.704,UNFCCC
Romania,ROMANIA,2014,20.532,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1990,567.990,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1991,572.315,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1992,213.989,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1993,309.964,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1994,328.216,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1995,320.689,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1996,341.086,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1997,325.641,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1998,289.724,UNFCCC
Russian Federation,RUSSIAN FEDERATION,1999,285.220,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2000,283.124,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2001,316.207,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2002,318.039,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2003,334.433,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2004,338.552,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2005,346.679,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2006,351.742,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2007,373.048,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2008,376.744,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2009,357.153,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2010,376.405,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2011,389.390,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2012,402.359,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2013,392.235,UNFCCC
Russian Federation,RUSSIAN FEDERATION,2014,386.578,UNFCCC
Rwanda,RWANDA,1990,0.148,CDIAC
Rwanda,RWANDA,1991,0.133,CDIAC
Rwanda,RWANDA,1992,0.133,CDIAC
Rwanda,RWANDA,1993,0.135,CDIAC
Rwanda,RWANDA,1994,0.129,CDIAC
Rwanda,RWANDA,1995,0.126,CDIAC
Rwanda,RWANDA,1996,0.131,CDIAC
Rwanda,RWANDA,1997,0.136,CDIAC
Rwanda,RWANDA,1998,0.133,CDIAC
Rwanda,RWANDA,1999,0.139,CDIAC
Rwanda,RWANDA,2000,0.144,CDIAC
Rwanda,RWANDA,2001,0.145,CDIAC
Rwanda,RWANDA,2002,0.145,CDIAC
Rwanda,RWANDA,2003,0.142,CDIAC
Rwanda,RWANDA,2004,0.144,CDIAC
Rwanda,RWANDA,2005,0.144,CDIAC
Rwanda,RWANDA,2006,0.144,CDIAC
Rwanda,RWANDA,2007,0.152,CDIAC
Rwanda,RWANDA,2008,0.148,CDIAC
Rwanda,RWANDA,2009,0.157,CDIAC
Rwanda,RWANDA,2010,0.161,CDIAC
Rwanda,RWANDA,2011,0.181,CDIAC
Rwanda,RWANDA,2012,0.201,BP
Rwanda,RWANDA,2013,0.218,BP
Rwanda,RWANDA,2014,0.216,BP
Saudi Arabia,SAUDI ARABIA,1990,55.117,CDIAC
Saudi Arabia,SAUDI ARABIA,1991,67.082,CDIAC
Saudi Arabia,SAUDI ARABIA,1992,71.623,CDIAC
Saudi Arabia,SAUDI ARABIA,1993,79.542,CDIAC
Saudi Arabia,SAUDI ARABIA,1994,78.451,CDIAC
Saudi Arabia,SAUDI ARABIA,1995,61.257,CDIAC
Saudi Arabia,SAUDI ARABIA,1996,66.423,CDIAC
Saudi Arabia,SAUDI ARABIA,1997,56.192,CDIAC
Saudi Arabia,SAUDI ARABIA,1998,59.804,CDIAC
Saudi Arabia,SAUDI ARABIA,1999,52.574,CDIAC
Saudi Arabia,SAUDI ARABIA,2000,58.774,CDIAC
Saudi Arabia,SAUDI ARABIA,2001,61.891,CDIAC
Saudi Arabia,SAUDI ARABIA,2002,67.004,CDIAC
Saudi Arabia,SAUDI ARABIA,2003,82.684,CDIAC
Saudi Arabia,SAUDI ARABIA,2004,95.920,CDIAC
Saudi Arabia,SAUDI ARABIA,2005,97.213,CDIAC
Saudi Arabia,SAUDI ARABIA,2006,108.723,CDIAC
Saudi Arabia,SAUDI ARABIA,2007,100.044,CDIAC
Saudi Arabia,SAUDI ARABIA,2008,110.107,CDIAC
Saudi Arabia,SAUDI ARABIA,2009,121.652,CDIAC
Saudi Arabia,SAUDI ARABIA,2010,134.212,CDIAC
Saudi Arabia,SAUDI ARABIA,2011,127.937,CDIAC
Saudi Arabia,SAUDI ARABIA,2012,142.340,BP
Saudi Arabia,SAUDI ARABIA,2013,145.065,BP
Saudi Arabia,SAUDI ARABIA,2014,154.412,BP
Senegal,SENEGAL,1990,0.913,CDIAC
Senegal,SENEGAL,1991,0.979,CDIAC
Senegal,SENEGAL,1992,1.012,CDIAC
Senegal,SENEGAL,1993,1.043,CDIAC
Senegal,SENEGAL,1994,1.081,CDIAC
Senegal,SENEGAL,1995,1.011,CDIAC
Senegal,SENEGAL,1996,1.182,CDIAC
Senegal,SENEGAL,1997,1.093,CDIAC
Senegal,SENEGAL,1998,1.149,CDIAC
Senegal,SENEGAL,1999,1.166,CDIAC
Senegal,SENEGAL,2000,1.260,CDIAC
Senegal,SENEGAL,2001,1.369,CDIAC
Senegal,SENEGAL,2002,1.707,CDIAC
Senegal,SENEGAL,2003,1.600,CDIAC
Senegal,SENEGAL,2004,1.658,CDIAC
Senegal,SENEGAL,2005,1.891,CDIAC
Senegal,SENEGAL,2006,1.697,CDIAC
Senegal,SENEGAL,2007,1.839,CDIAC
Senegal,SENEGAL,2008,1.916,CDIAC
Senegal,SENEGAL,2009,1.602,CDIAC
Senegal,SENEGAL,2010,2.189,CDIAC
Senegal,SENEGAL,2011,2.387,CDIAC
Senegal,SENEGAL,2012,2.468,BP
Senegal,SENEGAL,2013,2.542,BP
Senegal,SENEGAL,2014,2.577,BP
Singapore,SINGAPORE,1990,20.090,CDIAC
Singapore,SINGAPORE,1991,20.798,CDIAC
Singapore,SINGAPORE,1992,23.557,CDIAC
Singapore,SINGAPORE,1993,23.966,CDIAC
Singapore,SINGAPORE,1994,25.911,CDIAC
Singapore,SINGAPORE,1995,25.463,CDIAC
Singapore,SINGAPORE,1996,28.771,CDIAC
Singapore,SINGAPORE,1997,31.950,CDIAC
Singapore,SINGAPORE,1998,26.837,CDIAC
Singapore,SINGAPORE,1999,27.958,CDIAC
Singapore,SINGAPORE,2000,32.423,CDIAC
Singapore,SINGAPORE,2001,28.661,CDIAC
Singapore,SINGAPORE,2002,28.707,CDIAC
Singapore,SINGAPORE,2003,28.960,CDIAC
Singapore,SINGAPORE,2004,30.648,CDIAC
Singapore,SINGAPORE,2005,38.872,CDIAC
Singapore,SINGAPORE,2006,45.892,CDIAC
Singapore,SINGAPORE,2007,28.444,CDIAC
Singapore,SINGAPORE,2008,32.008,CDIAC
Singapore,SINGAPORE,2009,27.674,CDIAC
Singapore,SINGAPORE,2010,31.355,CDIAC
Singapore,SINGAPORE,2011,30.725,CDIAC
Singapore,SINGAPORE,2012,34.450,BP
Singapore,SINGAPORE,2013,33.009,BP
Singapore,SINGAPORE,2014,32.815,BP
Slovakia,SLOVAKIA,1990,19.779,UNFCCC
Slovakia,SLOVAKIA,1991,15.497,UNFCCC
Slovakia,SLOVAKIA,1992,14.954,UNFCCC
Slovakia,SLOVAKIA,1993,13.838,UNFCCC
Slovakia,SLOVAKIA,1994,12.006,UNFCCC
Slovakia,SLOVAKIA,1995,12.615,UNFCCC
Slovakia,SLOVAKIA,1996,12.943,UNFCCC
Slovakia,SLOVAKIA,1997,12.822,UNFCCC
Slovakia,SLOVAKIA,1998,12.993,UNFCCC
Slovakia,SLOVAKIA,1999,12.407,UNFCCC
Slovakia,SLOVAKIA,2000,12.323,UNFCCC
Slovakia,SLOVAKIA,2001,12.803,UNFCCC
Slovakia,SLOVAKIA,2002,12.451,UNFCCC
Slovakia,SLOVAKIA,2003,12.089,UNFCCC
Slovakia,SLOVAKIA,2004,12.105,UNFCCC
Slovakia,SLOVAKIA,2005,12.330,UNFCCC
Slovakia,SLOVAKIA,2006,13.239,UNFCCC
Slovakia,SLOVAKIA,2007,13.450,UNFCCC
Slovakia,SLOVAKIA,2008,14.356,UNFCCC
Slovakia,SLOVAKIA,2009,12.817,UNFCCC
Slovakia,SLOVAKIA,2010,13.497,UNFCCC
Slovakia,SLOVAKIA,2011,13.765,UNFCCC
Slovakia,SLOVAKIA,2012,12.757,UNFCCC
Slovakia,SLOVAKIA,2013,12.987,UNFCCC
Slovakia,SLOVAKIA,2014,12.739,UNFCCC
Slovenia,SLOVENIA,1990,4.353,UNFCCC
Slovenia,SLOVENIA,1991,4.150,UNFCCC
Slovenia,SLOVENIA,1992,5.245,UNFCCC
Slovenia,SLOVENIA,1993,4.890,UNFCCC
Slovenia,SLOVENIA,1994,4.656,UNFCCC
Slovenia,SLOVENIA,1995,5.005,UNFCCC
Slovenia,SLOVENIA,1996,4.821,UNFCCC
Slovenia,SLOVENIA,1997,4.946,UNFCCC
Slovenia,SLOVENIA,1998,5.081,UNFCCC
Slovenia,SLOVENIA,1999,4.827,UNFCCC
Slovenia,SLOVENIA,2000,5.078,UNFCCC
Slovenia,SLOVENIA,2001,4.987,UNFCCC
Slovenia,SLOVENIA,2002,5.040,UNFCCC
Slovenia,SLOVENIA,2003,5.042,UNFCCC
Slovenia,SLOVENIA,2004,5.027,UNFCCC
Slovenia,SLOVENIA,2005,5.241,UNFCCC
Slovenia,SLOVENIA,2006,5.708,UNFCCC
Slovenia,SLOVENIA,2007,5.825,UNFCCC
Slovenia,SLOVENIA,2008,6.046,UNFCCC
Slovenia,SLOVENIA,2009,5.411,UNFCCC
Slovenia,SLOVENIA,2010,5.714,UNFCCC
Slovenia,SLOVENIA,2011,6.201,UNFCCC
Slovenia,SLOVENIA,2012,5.309,UNFCCC
Slovenia,SLOVENIA,2013,5.193,UNFCCC
Slovenia,SLOVENIA,2014,4.891,UNFCCC
South Africa,SOUTH AFRICA,1990,61.567,CDIAC
South Africa,SOUTH AFRICA,1991,66.678,CDIAC
South Africa,SOUTH AFRICA,1992,62.470,CDIAC
South Africa,SOUTH AFRICA,1993,63.359,CDIAC
South Africa,SOUTH AFRICA,1994,67.870,CDIAC
South Africa,SOUTH AFRICA,1995,71.321,CDIAC
South Africa,SOUTH AFRICA,1996,70.038,CDIAC
South Africa,SOUTH AFRICA,1997,72.199,CDIAC
South Africa,SOUTH AFRICA,1998,70.965,CDIAC
South Africa,SOUTH AFRICA,1999,77.115,CDIAC
South Africa,SOUTH AFRICA,2000,75.827,CDIAC
South Africa,SOUTH AFRICA,2001,71.152,CDIAC
South Africa,SOUTH AFRICA,2002,66.850,CDIAC
South Africa,SOUTH AFRICA,2003,76.447,CDIAC
South Africa,SOUTH AFRICA,2004,88.350,CDIAC
South Africa,SOUTH AFRICA,2005,82.966,CDIAC
South Africa,SOUTH AFRICA,2006,90.061,CDIAC
South Africa,SOUTH AFRICA,2007,91.073,CDIAC
South Africa,SOUTH AFRICA,2008,90.839,CDIAC
South Africa,SOUTH AFRICA,2009,96.478,CDIAC
South Africa,SOUTH AFRICA,2010,92.022,CDIAC
South Africa,SOUTH AFRICA,2011,90.925,CDIAC
South Africa,SOUTH AFRICA,2012,92.977,BP
South Africa,SOUTH AFRICA,2013,91.799,BP
South Africa,SOUTH AFRICA,2014,92.959,BP
South America,South America,1990,163.613,CDIAC
South America,South America,1991,167.473,CDIAC
South America,South America,1992,173.231,CDIAC
South America,South America,1993,180.683,CDIAC
South America,South America,1994,185.655,CDIAC
South America,South America,1995,196.437,CDIAC
South America,South America,1996,204.630,CDIAC
South America,South America,1997,220.760,CDIAC
South America,South America,1998,236.432,CDIAC
South America,South America,1999,220.696,CDIAC
South America,South America,2000,213.709,CDIAC
South America,South America,2001,216.491,CDIAC
South America,South America,2002,200.919,CDIAC
South America,South America,2003,208.840,CDIAC
South America,South America,2004,212.282,CDIAC
South America,South America,2005,227.294,CDIAC
South America,South America,2006,237.241,CDIAC
South America,South America,2007,252.609,CDIAC
South America,South America,2008,280.118,CDIAC
South America,South America,2009,274.779,CDIAC
South America,South America,2010,306.099,CDIAC
South America,South America,2011,315.795,CDIAC
South America,South America,2012,337.667,BP
South America,South America,2013,348.602,BP
South America,South America,2014,355.223,BP
South Korea,REPUBLIC OF KOREA,1990,87.140,CDIAC
South Korea,REPUBLIC OF KOREA,1991,90.394,CDIAC
South Korea,REPUBLIC OF KOREA,1992,104.997,CDIAC
South Korea,REPUBLIC OF KOREA,1993,108.723,CDIAC
South Korea,REPUBLIC OF KOREA,1994,113.920,CDIAC
South Korea,REPUBLIC OF KOREA,1995,121.231,CDIAC
South Korea,REPUBLIC OF KOREA,1996,130.470,CDIAC
South Korea,REPUBLIC OF KOREA,1997,132.854,CDIAC
South Korea,REPUBLIC OF KOREA,1998,95.748,CDIAC
South Korea,REPUBLIC OF KOREA,1999,117.329,CDIAC
South Korea,REPUBLIC OF KOREA,2000,133.789,CDIAC
South Korea,REPUBLIC OF KOREA,2001,129.480,CDIAC
South Korea,REPUBLIC OF KOREA,2002,140.605,CDIAC
South Korea,REPUBLIC OF KOREA,2003,141.190,CDIAC
South Korea,REPUBLIC OF KOREA,2004,146.006,CDIAC
South Korea,REPUBLIC OF KOREA,2005,152.818,CDIAC
South Korea,REPUBLIC OF KOREA,2006,162.558,CDIAC
South Korea,REPUBLIC OF KOREA,2007,168.834,CDIAC
South Korea,REPUBLIC OF KOREA,2008,170.728,CDIAC
South Korea,REPUBLIC OF KOREA,2009,152.415,CDIAC
South Korea,REPUBLIC OF KOREA,2010,172.359,CDIAC
South Korea,REPUBLIC OF KOREA,2011,177.767,CDIAC
South Korea,REPUBLIC OF KOREA,2012,172.768,BP
South Korea,REPUBLIC OF KOREA,2013,174.799,BP
South Korea,REPUBLIC OF KOREA,2014,175.863,BP
Spain,SPAIN,1990,72.604,UNFCCC
Spain,SPAIN,1991,74.049,UNFCCC
Spain,SPAIN,1992,80.087,UNFCCC
Spain,SPAIN,1993,74.518,UNFCCC
Spain,SPAIN,1994,75.401,UNFCCC
Spain,SPAIN,1995,78.413,UNFCCC
Spain,SPAIN,1996,73.979,UNFCCC
Spain,SPAIN,1997,75.422,UNFCCC
Spain,SPAIN,1998,79.945,UNFCCC
Spain,SPAIN,1999,84.717,UNFCCC
Spain,SPAIN,2000,89.181,UNFCCC
Spain,SPAIN,2001,89.845,UNFCCC
Spain,SPAIN,2002,97.061,UNFCCC
Spain,SPAIN,2003,98.909,UNFCCC
Spain,SPAIN,2004,107.598,UNFCCC
Spain,SPAIN,2005,114.662,UNFCCC
Spain,SPAIN,2006,118.449,UNFCCC
Spain,SPAIN,2007,121.774,UNFCCC
Spain,SPAIN,2008,112.597,UNFCCC
Spain,SPAIN,2009,96.793,UNFCCC
Spain,SPAIN,2010,94.906,UNFCCC
Spain,SPAIN,2011,92.704,UNFCCC
Spain,SPAIN,2012,86.604,UNFCCC
Spain,SPAIN,2013,78.562,UNFCCC
Spain,SPAIN,2014,78.037,UNFCCC
Sri Lanka,SRI LANKA,1990,1.717,CDIAC
Sri Lanka,SRI LANKA,1991,1.894,CDIAC
Sri Lanka,SRI LANKA,1992,2.151,CDIAC
Sri Lanka,SRI LANKA,1993,2.168,CDIAC
Sri Lanka,SRI LANKA,1994,2.370,CDIAC
Sri Lanka,SRI LANKA,1995,2.517,CDIAC
Sri Lanka,SRI LANKA,1996,2.764,CDIAC
Sri Lanka,SRI LANKA,1997,2.809,CDIAC
Sri Lanka,SRI LANKA,1998,3.026,CDIAC
Sri Lanka,SRI LANKA,1999,3.749,CDIAC
Sri Lanka,SRI LANKA,2000,4.078,CDIAC
Sri Lanka,SRI LANKA,2001,4.202,CDIAC
Sri Lanka,SRI LANKA,2002,4.676,CDIAC
Sri Lanka,SRI LANKA,2003,4.535,CDIAC
Sri Lanka,SRI LANKA,2004,4.858,CDIAC
Sri Lanka,SRI LANKA,2005,5.241,CDIAC
Sri Lanka,SRI LANKA,2006,5.086,CDIAC
Sri Lanka,SRI LANKA,2007,5.071,CDIAC
Sri Lanka,SRI LANKA,2008,5.637,CDIAC
Sri Lanka,SRI LANKA,2009,5.493,CDIAC
Sri Lanka,SRI LANKA,2010,5.875,CDIAC
Sri Lanka,SRI LANKA,2011,7.116,CDIAC
Sri Lanka,SRI LANKA,2012,7.517,BP
Sri Lanka,SRI LANKA,2013,7.459,BP
Sri Lanka,SRI LANKA,2014,7.630,BP
Statistical Difference,Statistical Difference,1990,-164.214,CDIAC
Statistical Difference,Statistical Difference,1991,-73.408,CDIAC
Statistical Difference,Statistical Difference,1992,-87.173,CDIAC
Statistical Difference,Statistical Difference,1993,-163.248,CDIAC
Statistical Difference,Statistical Difference,1994,-110.386,CDIAC
Statistical Difference,Statistical Difference,1995,-105.620,CDIAC
Statistical Difference,Statistical Difference,1996,-148.255,CDIAC
Statistical Difference,Statistical Difference,1997,-85.673,CDIAC
Statistical Difference,Statistical Difference,1998,-41.682,CDIAC
Statistical Difference,Statistical Difference,1999,-140.085,CDIAC
Statistical Difference,Statistical Difference,2000,-162.195,CDIAC
Statistical Difference,Statistical Difference,2001,-62.681,CDIAC
Statistical Difference,Statistical Difference,2002,-114.914,CDIAC
Statistical Difference,Statistical Difference,2003,-74.344,CDIAC
Statistical Difference,Statistical Difference,2004,-83.608,CDIAC
Statistical Difference,Statistical Difference,2005,-24.143,CDIAC
Statistical Difference,Statistical Difference,2006,-21.842,CDIAC
Statistical Difference,Statistical Difference,2007,-71.732,CDIAC
Statistical Difference,Statistical Difference,2008,21.097,CDIAC
Statistical Difference,Statistical Difference,2009,37.045,CDIAC
Statistical Difference,Statistical Difference,2010,-29.909,CDIAC
Statistical Difference,Statistical Difference,2011,3.636,CDIAC
Statistical Difference,Statistical Difference,2012,4.551,BP
Statistical Difference,Statistical Difference,2013,62.026,BP
Statistical Difference,Statistical Difference,2014,70.982,BP
Sweden,SWEDEN,1990,23.413,UNFCCC
Sweden,SWEDEN,1991,23.107,UNFCCC
Sweden,SWEDEN,1992,25.829,UNFCCC
Sweden,SWEDEN,1993,23.840,UNFCCC
Sweden,SWEDEN,1994,23.538,UNFCCC
Sweden,SWEDEN,1995,23.219,UNFCCC
Sweden,SWEDEN,1996,24.424,UNFCCC
Sweden,SWEDEN,1997,22.977,UNFCCC
Sweden,SWEDEN,1998,23.215,UNFCCC
Sweden,SWEDEN,1999,21.978,UNFCCC
Sweden,SWEDEN,2000,22.466,UNFCCC
Sweden,SWEDEN,2001,21.367,UNFCCC
Sweden,SWEDEN,2002,22.075,UNFCCC
Sweden,SWEDEN,2003,23.475,UNFCCC
Sweden,SWEDEN,2004,24.111,UNFCCC
Sweden,SWEDEN,2005,23.733,UNFCCC
Sweden,SWEDEN,2006,24.387,UNFCCC
Sweden,SWEDEN,2007,25.061,UNFCCC
Sweden,SWEDEN,2008,23.916,UNFCCC
Sweden,SWEDEN,2009,20.385,UNFCCC
Sweden,SWEDEN,2010,23.540,UNFCCC
Sweden,SWEDEN,2011,22.641,UNFCCC
Sweden,SWEDEN,2012,21.458,UNFCCC
Sweden,SWEDEN,2013,20.331,UNFCCC
Sweden,SWEDEN,2014,19.686,UNFCCC
Switzerland,SWITZERLAND,1990,23.372,UNFCCC
Switzerland,SWITZERLAND,1991,23.891,UNFCCC
Switzerland,SWITZERLAND,1992,25.850,UNFCCC
Switzerland,SWITZERLAND,1993,23.623,UNFCCC
Switzerland,SWITZERLAND,1994,23.435,UNFCCC
Switzerland,SWITZERLAND,1995,24.420,UNFCCC
Switzerland,SWITZERLAND,1996,29.316,UNFCCC
Switzerland,SWITZERLAND,1997,25.975,UNFCCC
Switzerland,SWITZERLAND,1998,31.641,UNFCCC
Switzerland,SWITZERLAND,1999,27.759,UNFCCC
Switzerland,SWITZERLAND,2000,30.108,UNFCCC
Switzerland,SWITZERLAND,2001,27.227,UNFCCC
Switzerland,SWITZERLAND,2002,25.313,UNFCCC
Switzerland,SWITZERLAND,2003,29.129,UNFCCC
Switzerland,SWITZERLAND,2004,29.329,UNFCCC
Switzerland,SWITZERLAND,2005,29.864,UNFCCC
Switzerland,SWITZERLAND,2006,29.606,UNFCCC
