# Global Carbon Budget 2022 — National_Fossil_Carbon_Emissions_2022v1.0.xlsx  — Territorial Emissions
#
# Fossil CO2 emissions by country (territorial)
# All values in million tonnes of carbon per year. For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# Cite as: Friedlingstein et al. 2022b
# Methods: Full details of the method are described in Friedlingstein et al (2022b) and Andrew and Peters (2021)
# (1) National estimates include emissions from fossil fuel combustion and oxidation and cement production and excludes emissions from bunker fuels. World totals include emissions from bunker fuels.
# (2) Bunker fuels: Emissions from fuels used for international aviation and maritime transport
# (3) The disaggregations of regions (e.g. the former Soviet Union prior to 1992) are based on the shares of emissions in the first year after the countries are disaggregated (e.g., 1992 for the Former Soviet Union).
# (4) The statistical difference presented on column HX is the difference between the world emissions and the sum of the emissions for each countries and for the bunker fuels.
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'National_Fossil_Carbon_Emissions_2022v1.0.xlsx' from https://doi.org/10.18160/gcp-2022
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,North Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Réunion,Romania,Russia,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1926,,,0.011,,,,,3.073,0.0466209760251187,0.00911404905580866,7.602,5.082,0.280841097954407,,,0.0,,0.587775132812552,21.202,,,,,0.00196372153306556,0.300938661778185,,1.495,,,0.486,,0.0,,23.132,,,,1.065,11.915984,0.231,,,,,,0.327129569202566,,0.136009060964062,,9.86690002822922,0.468947368421053,0.065,2.857,,,,0.025,0.145,,,,0.212516756470556,,,,,0.436,58.333,,,,,0.0866088693063241,112.783,,0.497,,,,,,,,,,,3.213,,10.9013728339595,3.029,0.0,2.21,4.11,,9.782,,22.545,,1.39941770746907,,,,,0.120094518502765,,0.140806054929996,,,,,,0.219623612774811,,,0.219944931255729,,,0.928,,,,,,,,,12.196,,0.0296994364695281,,,,,,,,9.369,,1.166,,,0.239,,1.736,,,0.0,,,,,1.292,0.014,,13.136,0.856,,,0.0260526315789474,0.217027066993139,0.0,0.0,,3.958,12.896095646199,0.0,,,0.0162220474470633,,,,,0.873996915501141,,,,3.17309997177078,0.249290485792851,,,8.305,5.016,,,,,,,3.48508791199478,2.035,,1.297,0.0689321135445001,,,,,0.535,,0.821,0.178708710206625,,,,4.09065661344956,,67.241,,520.209720553656,,0.550275123361566,,0.292,0.934,,,,0.634,929.54392720447,69.1725469741402,921.533668339493,77.1828058391172,266.890454391166,9.399,54.7908559503299,0.698308879,357.118588795624,4.931,555.537720553656,8.768,7.473,0.0,0.0,998.71647417861
1927,,,0.016,,,,,3.65,0.0579624080008918,0.00975949401656658,7.886,5.492,0.349160993418097,,,0.0,,0.730762522914657,24.693,,,,,0.00210278970793359,0.340041136571952,,1.658,,,0.496,,0.0,,25.109,,,,1.058,12.502340872167,0.225,,,,,,0.3696351604033,,0.14564104368427,,10.5887575916442,0.486,0.063,3.637,,,,0.064,0.155,,,,0.264215466851998,,,,,0.778,58.144,,,,,0.107678110739774,131.327999702948,,0.632,,,,,,,,,,,3.572,,11.4311794827242,3.517,0.038,1.837,4.558,,11.022,,24.422,,1.73985246641538,,,,,0.149309775848053,,0.175059784257865,,,,,,0.273051200031178,,,0.24852348304308,,,0.922,,,,,,,,,8.678,,0.0335584337119456,,,0.012,,,,,10.362,,1.227,,,0.264,,2.36564344456478,,,0.0,,,,,1.278,0.011,,16.558,0.991,,,0.027,0.26982299550133,0.0,0.0,,4.401,16.0333142116281,0.0,,,0.0173708715003209,,,,,0.987559733107486,,,,3.40524240835585,0.281682053162237,,,8.068,5.853,,,,,,,4.87850033047475,2.346,,1.345,0.0857011506468121,,,,,0.573,,0.895,0.222182975507175,,,,5.08578600955419,,127.384,,508.416782060163,,0.684139928684449,,0.277,1.08,,,,0.658,1020.30766942404,69.6906506679113,1004.13182305816,85.866497033786,300.032143698129,9.236,59.1395081641518,0.747874198909091,455.857155668727,5.491,542.203782060163,9.113,8.21,0.0,0.0,1089.99832009195
1928,,,0.0199432283464567,,,,,3.47674047244094,0.0636323531920284,0.0225837071907745,7.17415653543307,5.78342407365602,0.384535332812306,,,0.0,0.001,0.809758283387706,24.0846422228085,,,,,0.00486590667171217,0.386264910618031,,1.61790267716535,,,0.583878346456693,,0.0,,25.5940616535433,,,,0.997878224437091,12.9889302944273,0.368,,,,,,0.414897601979117,,0.337016927305978,,11.1486890349639,0.559894736842105,0.0769513385826772,3.42714031496063,,,,0.129,0.236902264780462,,,,0.296847205940675,,,,,0.853691811023622,57.7563203937008,,,,,0.118285697475704,137.830492362205,,0.647837795275591,,,,,,,,,,,3.75252960629921,,10.9369570108535,4.048,0.079,1.77,4.825,,10.4116099212598,,25.2157664566929,,1.93799100965857,,,,,0.166218283944484,,0.193232568547196,,,,,,0.300724639152602,,,0.282268157653529,,,1.039,,,,,,,,,6.57276480314961,,0.0381150189174154,,0.00793511811023622,0.00598377952755905,0.862,,,,10.373,,1.28677308969531,,,0.264,,2.3072117721085,,,0.0,,,,,1.46794326699292,0.0219270078740157,0.001,17.1637915748032,1.0899188976378,,,0.0311052631578947,0.299597267802858,0.0,0.0,,4.986634966173,17.8117554263273,0.0,,,0.0401966203315354,,,,,1.12361121003287,,,,3.58531096503609,0.318108159789666,,,8.085,5.8702968503937,,,,,,,4.43365010509613,2.44630251968504,,1.147,0.0948724200234431,,,,,0.882,,0.852935118110236,0.24310677906484,,,,5.64980814781313,,119.44315007874,,499.717501244378,,0.735609547219923,,0.519,1.44582157480315,,,,0.793,1013.72315634158,71.4490456129052,992.236908053981,92.9352939004994,307.076669417159,9.48971572934739,62.0406537680422,1.2876631615,457.674512210245,5.75693511811024,531.884327701071,8.46092962512838,8.57746464103631,0.0,-2.27373675443232e-13,1085.17220195448
1929,,,0.0219379390619651,,,,,3.58361070866142,0.0685414026025154,0.0282233397556948,6.45520519685039,6.59735938843036,0.414329818051487,,,0.0,0.001,0.872508389551341,26.4614152755906,,,,,0.00608102717836047,0.42125396883593,,1.73189456692913,,,0.67782968503937,,0.0,,27.0278508669108,,,,1.09583794313769,13.1773545897638,0.352,,,,,,0.457916003666361,,0.421177230222967,,12.4713379037787,0.643263157894737,0.0829351181102362,4.12811598425197,,,,0.164,0.251805354330709,,,,0.319080925255919,,,,,0.914691811023622,63.9416172440945,,,,,0.127392591604114,147.171051968504,,0.73782968503937,,,,,,,,,,,4.12455393700787,,11.383168881845,5.05983779527559,0.101,2.729,4.646,,12.0161395275591,,25.8952879527559,,2.0875557454637,,,,,0.179056052309637,,0.208021279112152,,,,,,0.324060773829341,,,0.30787893675527,,,1.123,,,,,,,,,6.04474858267717,,0.0415732741385049,,0.00892700787401575,0.00297566929133858,0.832,,,,11.26276482403,,1.33578102362205,,,0.254,,2.59842081504208,,,0.0,,,,,1.93294325770098,0.0189143919510061,0.003,19.8388888976378,1.08290267716535,,,0.0357368421052632,0.322660426899624,0.0,0.0,,5.59265125984252,19.1818220313982,0.0,,,0.0502345723429778,,,,,1.22342096967451,,,,4.01066209622132,0.348956846929423,,,8.3976025984252,6.54198866141732,,,,,,,5.28651018202075,2.80123763779528,,1.144,0.102191852428395,,,,,0.981,,0.968927007874016,0.261927546979821,,,,6.08461706583404,,125.729744566929,,535.891442880505,,0.791579772812056,,0.532,1.45279724409449,,,,0.751,1090.24675687509,74.5068055746106,1065.86508915216,98.8884732975385,337.245346837448,9.77118368709346,64.7979356379375,1.4877161695,496.830484920301,5.71592700787402,568.964042330093,7.79098622047244,9.39528647642923,0.0,-2.27373675443232e-13,1164.7535624497
1930,,,0.0229270078740157,,,,,3.48457826771654,0.0936023529264169,0.0367285648414268,6.01222141732284,5.14833496062992,0.565289154578568,,,0.0,0.002,1.188411425347,25.5656343835973,,,,,0.00791357092945832,0.39643893675527,,1.50490274178875,,0.0,0.655805354330709,,0.0,,25.7499319700694,,,,1.05082174440885,13.5257793141732,0.178,,,,,,0.430941301558204,,0.548100803940309,,11.0023429993406,0.606315789473684,0.105927007874016,3.76814031496063,,,,0.185,0.278668667885264,,,,0.431897610841095,,,,,0.722773227041371,64.8564931496063,,,,,0.173874552042115,126.116747007874,,0.778805104143473,,,,,,,,,,,3.41563503937008,,11.5719297659407,4.93584587428699,0.101,2.607,5.053,0.0109107874015748,10.7941557480315,,23.5168637795276,,2.83613842127642,,,,,0.243357886778099,,0.284382366895068,,,,,,0.442389189865249,,,0.28974254812099,,,1.002,,,,,,,,,5.562,,0.0391242951192785,,0.0109188976377953,0.00297566929133858,0.842,,,,11.1297566929134,,1.32778913385827,,,0.256,,2.38172383889116,,,0.0,,,,,1.53497566929134,0.0238864566929134,0.003,15.4380835433071,1.17989447750329,,,0.0336842105263158,0.438783231874365,0.0,0.0,,6.34356204724409,26.0762564310008,0.0,,,0.0653729772433513,,,,,1.15135225850125,,,,3.52314510282591,0.328400659945004,,,7.839,6.4509727551003,,,,,,,5.16712727581202,2.60813187198082,,1.158,0.139172593880453,,,,,0.995,,1.08393511811024,0.358142537996765,,,,8.27260568863065,,120.380363432648,,476.232611652164,,1.08595072269761,,0.007,1.43881346456693,,,,0.68,999.14091952883,74.7482932897896,964.376329009752,109.512883808867,306.582420312737,9.19641725056243,64.1506468773648,1.65511591695455,469.805354271606,6.24884590551181,507.544543622234,7.3400105511811,7.94827842320547,0.0,0.0,1073.88921281862
1931,,,0.026915778316172,,,,,3.50540795275591,0.112548111435011,0.0305075740494409,5.33456204724409,4.94066748031496,0.679525262687058,,,0.0,0.001,1.42777861690082,22.9592829525381,,,,,0.00657319043551754,0.366418089741289,,1.13781346456693,,0.0,0.620886456692913,,0.0,,20.7012157480315,,,,0.798886456692913,14.1661183188976,0.09,,,,,,0.393028175884062,,0.455264885381715,,10.2948553192498,0.642315789473684,0.0679513385826772,3.90844039370079,,,,0.209,0.274732362204724,,,,0.518455828544963,,,,,0.82182157480315,59.359590472441,,,,,0.209074717061872,105.339765499201,,0.744781023622047,,,,,,,,,,,3.05367548429194,,10.6034589375223,4.61085404740117,0.1,2.686,4.892,0.0109107874015748,9.32660992125984,,21.2620099514052,,3.40633007893977,,,,,0.292286106529504,,0.341778117156578,0.000991889763779527,,,,,0.531726625544417,,,0.267759046746104,,,0.739,,,,,,,,,4.572,,0.0361558357020343,,0.0248310367454068,0.00297566929133858,0.801,,,,12.2697810057741,,1.15682983211619,,,0.241,,2.20695868117699,,,0.0,,,,,1.22796755905512,0.0218945669291339,0.002,14.9633998425197,1.06989456692913,,,0.0356842105263158,0.527149722101898,0.0,0.0,,7.05478099257918,31.3271558566931,0.0,,,0.0543002688151449,,,,,1.06613169578995,,,,3.29562992593404,0.301490926119808,,,6.978,6.14919952755906,,,,,,,5.17038265166608,2.75505921259843,0.000991889763779527,1.03,0.167230301078051,0.00793511811023622,,,,0.839,,1.07488656221643,0.430746610311759,,,,9.93830735766495,,112.503398267717,,405.283609229904,,1.30849334099192,,0.00101449275362319,1.27082968503937,,,,0.425,888.585030948877,71.2786413687091,844.869735383499,114.993936934087,276.115924764327,8.04140618514032,61.7973351543401,1.38664591868182,438.538197147159,6.07978112914557,430.556824977935,6.49139187936029,6.97208992582449,0.0,1.13686837721616e-13,959.863672317587
1932,,,0.0309026771653543,,,,,3.57544850393701,0.12661718916905,0.0298461074052599,5.5517242519685,4.14061070866142,0.764728397683106,,,0.0,0.001,1.60731656793294,18.4806804724409,,,,,0.00643067021375562,0.334068838470202,,1.13783779527559,,0.0,0.719845905511811,,0.0,,19.1611889340512,,,,0.789878346456693,13.7197467653543,0.022,,,,,,0.359159460634116,,0.445393810891857,,8.97293112584447,0.756947368421053,0.0139837795275591,3.66454570281608,,,,0.194,0.259732362204724,,,,0.583567725341554,,,,,0.824829891231816,52.3404527043988,,,,,0.235278884418339,94.8378126771653,,0.731781023622047,,,,,,,,,,,2.78678102362205,,9.86067728115435,4.52691078740157,0.102,1.754,5.483,0.0138864566929134,7.6595531496063,,21.2828881102362,,3.83843092432052,,,,,0.329300731235316,,0.384221334173745,0.00297566929133858,,,,,0.598158608654264,,,0.244126782768103,,,0.49,,,,,,,,,4.42,,0.0329647418284968,,0.0407566929133858,0.0169756692913386,0.813,,,,11.3037161668414,,0.96583779527559,,,0.185,,2.35901362641106,,,0.0,,,,,1.12097566929134,0.0238754267716535,0.004,11.4566107086614,0.924870236220472,,,0.0420526315789474,0.593855517270478,0.0,0.0,,7.46676480314961,35.2965979949149,0.0,,,0.0531229278527639,,,,,0.971705556376228,,,,2.87200668999251,0.275216226261579,,,6.4016837007874,5.77942661417323,,,,,,,5.11378757544333,2.79011598425197,0.00297566929133858,0.981,0.188285958117115,0.00694322834645669,,,,0.888,0.0,1.09187845775911,0.484433983308134,,,,11.1967503433679,,108.051231225235,,343.289873052223,0.0208296850393701,1.47101513816268,,1.039,1.26281346456693,,,,0.317,793.976551852403,71.4166108159441,744.312749294485,121.080413373863,244.031330534468,7.26603488188976,61.2049462702458,1.42379351636364,407.509077713295,6.6967162530347,366.871061986274,6.5175620472441,7.90397,0.0,1.13686837721616e-13,865.393162668347
1933,,0.002,0.0329188976377953,,,,,3.61143212624592,0.141712909757642,0.0319380814979292,5.8896431496063,3.88369189035154,0.855406271003278,,0.003,0.0,0.001,1.79614248798802,19.8298507874016,,,,,0.00688140890818604,0.309102481015347,,1.28875669291339,,0.001,0.640870033464567,,0.0,,18.9635782677165,,,,1.11684590551181,14.7683350796503,0.146,,,,,,0.332178265314412,,0.476612364814798,,8.20567273353448,0.892421052631579,0.000991889763779527,3.64939173228346,,,,0.198,0.237683700787402,,,,0.651900796148002,,,,,0.879821371816577,54.4178662204724,,,,,0.263348205932219,99.6126610236221,,0.627780674377425,,,,,,,,,,,2.73079731830968,,9.6799635987915,4.8749188976378,0.096,2.529,6.028,0.0178540157480315,8.3170822850829,,24.9297202362205,,4.28746731726256,,,,,0.367827469935546,,0.428934869634744,0.00396755905511811,,,,,0.668944635926507,,,0.225880476626948,0.000991889763779527,,0.434,,,,,,,,,4.569,,0.0305009205121841,,0.0477810236220472,0.0139772913385827,0.818,,,,10.5266025984252,,0.967805555203432,,,0.173,,2.50524988616202,,,0.0,,,,,1.81796757688961,0.0208945669291339,0.012,11.7915458267717,1.09082157480315,,,0.0495789473684211,0.663703536437232,0.0,0.0,,7.45375669291339,39.4475777548772,0.0,,,0.0568464214154499,,,,,0.899161296936621,,,,2.62809405685098,0.254573924034726,,,6.91365937007874,5.10545094488189,,,,,,,5.32676367230838,2.611,0.00396755905511811,1.145,0.210485887560595,0.00595133858267717,,,,1.11,0.00495944881889764,1.27287023622047,0.542380730937259,,,,12.513039026555,,107.029068976378,,368.143243134321,0.0178540157480315,1.65275297109746,,0.77,1.16687834645669,,,,0.35,834.583979915769,76.5375722668859,780.124827741932,130.996724440723,251.58405392873,7.77596351181102,67.1080438277551,1.68327827663636,419.616480772218,7.42565937007874,391.675821402037,6.85744870480973,8.97885631730876,0.0,2.27373675443232e-13,911.121552182655
1934,,0.002,0.0378945669291339,,,,,3.88637551181102,0.171244068807166,0.0353186567001967,6.19453771653543,3.75365937007874,1.03388923614363,,0.033,0.0,0.001,2.17191109264405,20.4579075590551,,,,,0.00760979080279625,0.32173681979093,,1.2616431496063,,0.012,0.665870430768868,,0.0,,21.8103917043941,,,,1.31777308555157,17.0258263188976,0.200918897637795,,,,,,0.345668782069516,,0.527060728211062,,8.19688565204521,1.18682213012847,0.00499188976377953,3.99614842519685,,,,0.2,0.224675590551181,,,,0.788401747172585,,,,,1.07874858267717,54.9536229133858,,,,,0.318257461194211,111.522862992126,,0.772724251968504,,,,,,,,,,,2.88574858267717,,10.8108844290428,5.24987832328017,0.782,2.588,6.412,0.018845905511811,10.8245069291339,,27.6208579241045,,5.18710097133623,,,,,0.444980622806555,,0.517931754031081,,,,,,0.808463304578971,,,0.2351135472044,0.00198377952755905,,0.473,,,,,,,,,5.156,,0.0317476734674266,,0.0517972440944882,0.0179837795275591,0.836,,,,10.5425620472441,,1.087,,,0.191,,2.5887242519685,,,0.0,,,,,1.84195131215062,0.0238945669291339,0.0199691038620172,12.3402051968504,1.11779706257622,,,0.0659345627849151,0.802781753778239,0.0,0.0,,8.64065125984252,47.7166440848246,0.0,,,0.0628634892404907,,,,,0.935898057695015,,,,2.62472679351122,0.264981049838721,,,7.87952143533144,5.52549960629921,,,,,,,5.93135929133858,2.608,0.00297566929133858,1.139,0.25451853732752,0.00694322834645669,,,,1.304,0.00495944881889764,1.58081346456693,0.655212727734569,,,,15.1358585410132,,115.503176850394,,391.986534385187,0.0138864566929134,1.99452027170246,,1.426,1.16887023622047,,,,0.466,903.396659042888,87.5327795934434,837.704937904174,153.224500732157,271.144933584466,8.88080773454403,75.6796356167869,1.93785266495455,459.198526257246,8.82963503937008,418.952926089581,7.28153771653543,10.1685175173122,0.0,-1.13686837721616e-13,990.929438636331
1935,,0.005,0.0359289806341775,,,,,3.82020498878674,0.193540468708023,0.0395712692430627,6.88538362204724,3.79959448818898,1.1688633271812,,0.145,0.0,0.0,2.45726192075683,19.5525750393701,,,,,0.00852606267834517,0.336783905179149,,1.50359475763204,,0.007,0.674886456692913,,0.0,,21.5053917322835,,,,1.39468392736277,19.8269564667958,0.655918897637795,,,,,,0.361453115530476,,0.590522515069733,,8.43865244790304,1.39593699958558,0.00899188976377953,4.16216464566929,,,,0.213983779527559,0.203578267716535,,,,0.892744370656639,,,,,0.959700233516596,53.3221420596011,,,,,0.359741523500408,123.453283937008,,0.79469954332692,,,,,,,,,,,3.02369181102362,,11.2972851069658,5.45884587727904,1.562,2.602,6.37,0.0247972440944882,12.3843447244095,,29.0345199212598,,5.8730706907336,,,,,0.503784413882396,,0.585992029028235,0.0138864566929134,,,,,0.913944467857279,,,0.246105297891842,0.000991889763779527,,0.493,,,,,,,,,5.8477242519685,,0.0332319031760487,,0.0637891338582677,0.0129837795275591,0.826,,,,10.1706025984252,,1.13286224756628,,,0.19,,2.66970803149606,,,0.0,,,,,1.95593511811024,0.0268783464566929,0.0189918897637795,12.5950673228346,1.19476480314961,,,0.0775520555325321,0.908624464890564,0.0,0.0,,8.60557826771653,54.0125276348084,0.0,,,0.0704326916906775,,,0.0,,0.979849436117002,,,,2.70174235248469,0.277184328780496,,,8.77641606299213,6.12850771653543,,,,,,,6.24018086614173,2.586,0.00396755905511811,1.191,0.287951517032747,0.00694322834645669,,,,1.389,0.00495944881889764,1.61985401574803,0.74017477340169,,,,17.1326810233401,,117.114325275591,,407.292840351798,0.0138864566929134,2.24948740679108,,1.63497568416341,1.29987834645669,,,,0.503,943.20173746604,96.9488444956544,869.879285965773,170.271295995922,283.835497625851,9.80063945307512,82.3184104699095,2.09805253868182,482.317596519097,9.73950527559055,434.645956336049,8.01824586961352,11.2121754996772,0.0,0.0,1040.15058196169
1936,,0.0349918897637795,0.0139270078740157,,,,,4.12008354330709,0.221543604658685,0.0430067759313522,7.38227818897638,3.70959448818898,1.33845820894446,,0.532,0.0,0.0,2.81620322804209,20.4704047244094,,,,,0.00926628016230584,0.332112311014998,,1.40446510511755,,0.021,0.685878346456693,,0.0,,23.5161322047244,,,,1.37172445280465,20.5996867826772,0.759886605895682,,,,,,0.357165822148471,,0.641790621676226,,9.16871405270516,1.6383554058566001,0.0109918897637795,4.30612429780887,,,,0.239,0.198626929133858,,,,1.02432378963242,,,,,1.35463503937008,54.0608825355971,,,,,0.411848190857379,136.363104818966,,0.918691811023622,,,,,,,,,,,3.24776480314961,0.006,11.1038565265824,5.94085401574803,1.581,2.769,6.974,0.0208296850393701,8.73078219430265,,31.8911227352868,,6.73677921110264,,,,,0.577819585772651,,0.670428513168397,0.0158702362204724,,,,,1.04647875004694,,,0.242697855178735,,,0.559,,,,,,,,,5.99368364800929,,0.0327717919663759,,0.0578215748031496,0.0139837795275591,0.849,,,,10.8875539370079,,1.13982968503937,,,0.215,,2.84966748031496,,,0.0,,,,,2.0209188976378,0.0328540157480315,0.0119918897637795,13.617840321372,1.12673236220472,,,0.0910197447698113,1.0418105706066,0.0,0.0,,9.04858637795276,61.9356307419872,0.0,,,0.07654753177557,,,0.002,,0.965977034069073,,,,2.93532372479388,0.273646360496598,,,9.62116464566929,2.19833526292054,,,,,,,6.83612409448819,2.70744039370079,0.00793511811023622,1.292,0.330000361094628,0.00793511811023622,,,,1.567,0.00694322834645669,1.60084590551181,0.846821871687573,,,,19.645617698748,,123.852611515151,,467.634197364894,0.0148783464566929,2.56875828977839,,0.863959448818898,1.60283779527559,,,,0.51,1038.36864443703,102.758136556663,954.05696162266,187.069819371036,295.808116428211,10.6484590551181,88.6615514639511,2.33761120954545,512.271648938754,10.7344809448819,497.144013217628,8.52210787401575,10.8069082898021,0.0,0.0,1141.1267809937
1937,,0.0809837795275591,0.0189270078740157,,,,,4.56085670730508,0.226795373725099,0.0502188222836509,7.87518907933893,4.16452949333243,1.36986881658389,,0.888,0.0,0.0,2.88060473258154,24.6446829133858,,,,,0.0108201944141114,0.370009688943579,,1.6613674015748,,0.056,0.760854015748032,,0.0,,25.5139213385827,,,,1.44065125984252,19.3691737336691,0.759862307159043,,,,,,0.398086406997579,,0.749416073986061,,11.1063182745108,1.75288706923086,0.0279915893846602,4.44725385826772,,,,0.266,0.187635039370079,,,,1.04785355921652,,,,,1.85054607200558,59.4173041732284,,,,,0.421582586392442,153.797099055118,,0.978683700787402,,,,,,,,,,,3.71757004183799,0.005,12.3000385759654,6.917,1.704,2.826,8.649,0.0218215748031496,12.3291906299213,,34.233341690523,,6.88710890681241,,,,,0.590745522801134,,0.68526931913111,0.016862125984252,,,,,1.07104309324601,,,0.270397066911091,,,0.64,,,,,,,,,6.79661881889764,,0.0365120508321036,,0.10082968503937,0.0159837795275591,0.878,,,,12.0085133858268,,1.19580535433071,,,0.267,,3.20964326074002,,,0.0,,,,,2.40191082452708,0.0328377952755905,0.0149913104611924,15.3755807086614,1.34571635246596,,,0.0973826149572698,1.0653573789282,0.0,0.0,,7.76849716535433,63.3318037829746,0.0,,,0.0893842147252678,,,0.007,,1.07598466040961,,,,3.55457390420429,0.305062827884971,,,10.0480754330709,1.43157826771654,,,,,,,7.89903488188976,2.856,0.016862125984252,1.433,0.337561727119517,0.00991889763779527,,,,1.978,0.00793511811023622,1.15876480314961,0.867206327540903,,,,20.0886041258394,,127.764946598462,,489.249420510625,0.0198377952755905,2.63423176092721,,2.56495133858268,1.70274047244095,,,,0.746,1108.25451784216,111.551504890546,1023.66559900451,196.140423728187,332.930842100739,11.4203776523768,92.7574218716025,2.87783930540909,555.966689226888,12.4623106299213,521.559960668106,9.07099443366964,13.690428944728,0.0,0.0,1219.8060227327
1938,,0.095,0.009,,,,,4.46162906290036,0.239401645671773,0.0544485467073411,7.65160254648407,1.57928584721717,1.44596590896314,,0.949,0.0,0.0,3.04046974806139,21.593634096118,,,,,0.0117315347940976,0.350463340938944,,1.66331833050033,,0.059,0.865805129306814,,0.0,,23.3470348818898,,,,1.50859448818898,16.7482311267717,0.819845905511811,,,,,,0.375445968282773,,0.812536301173802,,12.7157404121466,2.34568421052632,0.0329832726377953,3.99329440944882,,,,0.281,0.239586377952756,,,,1.10642080477786,,,,,1.55447283464567,55.076,,,,,0.445008742238149,164.10279007874,,0.775659808469887,,,,,,,,,,0.0148783464566929,4.0315620472441,,13.7499247688172,7.296,1.615,2.71987834645669,8.673,0.0128945669291339,12.2759152959199,,35.9539093819704,,7.26883612212538,,,,,0.623493392710102,,0.72191876488425,0.016862125984252,,,,,1.13056344636789,,,0.256107791017415,,,0.522,,,,,,,,,6.62258631549095,,0.0345825522108948,,0.12682157480315,0.0109732362204724,0.843,,,,11.8194971653543,,1.15875669291339,,,0.266,,2.85963491171683,,,0.0,,,,,2.18488650863404,0.0428134645669291,0.0179756692913386,16.3581020887152,1.12370803149606,,,0.130315789473684,1.12444226199154,0.0,0.0,,7.29050534343537,66.8436649291415,0.0,,,0.0969126787338496,,,0.056,,1.01937836679724,,,,4.08925958785337,0.288595458347227,,,10.5620348818898,3.60834307086614,,,,,,,7.13290511811024,2.8542862992126,0.016862125984252,1.61,0.356296032002534,0.0109107874015748,,,,2.276,0.00892700787401575,1.26470780050832,0.915435080897601,,,,21.202578174786,,122.527289535214,,413.68718184903,0.0208296850393701,2.7810017227784,,1.67095942453675,1.73370803149606,,,,0.756,1034.41524235656,112.222256656202,945.52385956095,201.113639451815,336.329303154204,12.012326351378,95.1358145548677,3.25162906140909,558.537201065293,12.604326619406,443.656803046411,8.81035923939746,12.629039074603,0.0,0.0,1146.63749901277
