# Global Carbon Budget 2019 — National_Carbon_Emissions_2019v1.0.xlsx  — Consumption Emissions
#
# Consumption emissions (GCB)
# All values in million tonnes of carbon per year. For values in million tonnes of CO2 per year, multiply the values below by 3.664
# 1MtC = 1 million tonne of carbon = 3.664 million tonnes of CO2
# CIte as: Updated from Peters, GP, Minx, JC, Weber, CL and Edenhofer, O 2011. Growth in emission transfers via international trade from 1990 to 2008. Proceedings of the National Academy of Sciences 108, 8903-8908. http://www.pnas.org/content/108/21/8903.abstract
# For an explanation of issues around consumption emissions, see: Peters, GP, Davis, SJ and Andrew, R 2012. A synthesis of carbon in international trade. Biogeosciences, 9, 3247-3276. http://www.biogeosciences.net/9/3247/2012/bg-9-3247-2012.html
# Consumption emissions are computed as in Peters et al. (2011), using 'territorial emissions GCB' as reference
# MtC/yr
# Generated with openclimatedata 0.38.1 from the GCB Excel file 'National_Carbon_Emissions_2019v1.0.xlsx' from https://doi.org/10.18160/gcp-2019
# http://openclimatedata.net - https://github.com/openclimatedata/global-carbon-budget
Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU28,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.56500000000005,,4623.822415737487
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.39000000000004,,4617.960293092419
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.03099999999999,,4862.957943350042
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.90599999999999,,4996.469166663815
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.60900000000002,,5179.521322002933
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1320000000001,,5317.644322979317
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.01000000000005,,5292.225789323583
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.68700000000001,,5148.521496650671
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.11599999999999,,5110.302130409437
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.94899999999994,,5158.748238514669
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.32799999999995,,5308.86403742206
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.46899999999997,,5497.983372513077
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.53399999999998,,5576.267062105061
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.701,,5757.050833937689
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.545,,5977.267884411318
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.30900000000003,,6067.326471673994
1990,,1.5327540843155105,,,,,,28.50063836824903,3.7359745809853506,,64.17293936445226,22.524730482630602,8.833380064904299,,3.0067817318604053,4.7568429647340285,,7.819314229072885,40.191038470567385,,0.25599086593320075,,,,,0.7369999999999999,63.94012695327407,,0.8758346853862252,15.297913847403866,0.2239379194060076,,0.48853088001443534,129.27841012338942,,,,8.396170867652689,623.852719631358,17.085367113344617,,,,1.34053129478406,1.38343261806857,5.606587973125154,,,1.5786046412614085,44.496890844464296,,,15.68009619495286,,,2.6348599856131947,4.6713045519279275,23.04572750129363,1.0319217183952976,,,8.674716721764504,1.0173336499951033,,,,18.832499506933676,132.5170523410594,,,,4.619954392347129,316.81260471284077,1.2771452005032737,26.34377471153202,,,1.6569502264899292,0.27399999999999997,,,,0.7983294157432429,21.03895991466625,23.970790406324298,,167.98242975136867,41.21493209187615,,11.120080082436344,48.99009643196959,13.049985762260846,151.2541783021859,1.876879765534317,357.22579190610725,4.647810627407487,47.74328072039377,2.1107000602309736,,,9.857914870734668,4.91247558192718,0.20905255483897173,6.1600714791571125,,,,,,11.608815473376309,3.233552056000502,,,0.3784589477584554,0.4273197540273004,17.44626123066361,,,0.727046147799385,,,0.7538430221375276,87.81741959149626,2.4707301508155437,,,8.774084414065207,0.9258506063268389,,0.0,,0.3192449882020496,57.04947090632385,,7.258048172142387,0.6695863567215079,,8.95328351081333,,10.147048447088343,,3.0744622830077604,19.87084563467548,,0.6939025339310282,,0.9570485777040577,6.145302528145855,15.717578103552885,1.4147156441154576,98.68612473859712,14.612982975514734,2.8096316874821214,0.36298811219945515,86.85427436837354,,,,44.95947641953201,663.3171866708416,0.14282782126033372,,,,,,40.2099940484539,0.8740806767739365,,,,18.27910922694281,20.789946012390452,4.217214972917144,,,56.19159608722782,71.4918120465413,1.6423918244316875,,,,,,21.280708921027664,21.556087904275905,,44.54713579298995,,29.66364862646659,,0.34047126534756134,,3.5706693523372266,3.75345878506117,60.951668536717705,,,,0.41352229214531233,106.23617818895552,15.065444605826283,179.52388096349864,0.9344266066936507,1391.8113626806226,1.3876252692880198,,,23.48480434661235,6.129204285689506,,,0.9714261411707451,5.492915558207084,4118.646218595849,1928.8021283667927,3521.823354095083,2524.918839292683,1369.2426623521585,148.5913256104964,1595.0680640204414,27.60538591083186,2212.9243781264036,224.07488248699445,1609.3201353612387,72.98699960424531,156.87257136485334,152.68960425279158,1.7053025658242404e-12,6200.201951215436
1991,,1.2453714614566536,,,,,,30.708181720399843,3.6597987483442083,,63.66134684878615,23.86515973261236,8.141483919864786,,3.093742911204768,5.130314075728132,,7.231902996515592,42.69076860092503,,0.2881867765699074,,,,,0.719,66.76533086448119,,0.8028353617235884,13.597657666451045,0.23468676828765347,,0.5060633883519271,128.30196842646305,,,,8.033088611948825,655.142203446916,16.863223547796792,,,,1.4327759594572913,1.38305887071969,4.363391706808169,,,1.7104225347080464,41.49340014921436,,,17.777199634890312,,,2.827105974805761,4.512237100601159,24.047397361184323,1.22363893318289,,,8.873658553029772,1.0272746243882644,,,,21.045011475307,142.23345228450972,,,,4.149632573690902,313.7227835281203,1.401702595343962,26.477127932081487,,,1.739823009104655,0.27999999999999997,,,,0.8534324883326275,22.927875101155784,24.082167150981032,,178.1548217480928,48.74381437804318,,11.39761227943419,52.7370262491031,13.43980657885338,155.61570915985803,1.9033500728660648,368.8002439931741,4.245896038421548,45.42398987984401,1.9596781129384937,,,6.113798469897907,4.826300052371677,0.22559025648196668,6.0675479482222325,,,,,,14.004838982143582,3.402312122594751,,,0.40559464117390076,0.44616389064138645,19.920784351202926,,,0.7872084159589972,,,0.7904711520252863,91.62532711564239,3.0363560502583917,,,9.376104761447367,0.9377061163878033,,0.28800000000000003,,0.41338001692796417,60.23216168532544,,7.377311835631952,0.6859536538540226,,9.944940023680799,,10.563284502073888,,3.240333930050295,19.547712970669384,,0.7001628305728466,,0.9590210596654952,5.967136354309739,16.993725653910662,1.463217315606619,99.37395476367408,15.31871937683539,4.034407553230994,0.24272540037617327,94.13218044647058,,,,38.62071369747167,552.999646370088,0.12876294057611642,,,,,,56.981219247470314,0.9365635781680736,,,,19.789572710602105,17.838457441525698,4.3621611166064085,,,59.04568130788167,74.86171099063937,1.7807870605887341,,,,,,22.38193740449041,22.727338977347287,,49.432699516391544,,33.961446569911445,,0.36277915601132593,,3.611164064726426,4.583525953524743,62.3997780895317,,,,0.421658414701247,98.72122013527886,16.622717903263073,184.1471557223451,0.9922325188020047,1381.3115427871492,1.5214067292787623,,,23.172906788001733,6.121783740286714,,,0.9978897051212872,5.68595034242217,4023.056814721096,2027.862939677656,3563.565839318073,2486.6077753416735,1390.3444020567638,156.41123902229518,1672.7961611743094,27.112271198611406,2109.701357661492,249.61446970324909,1601.6878996287196,72.66424376995137,160.92641533265817,147.98683404723462,130.43799999999763,6329.408588445987
